Time  Layer1_Flux  Layer1_Error  Layer2_Flux  Layer2_Error  Layer3_Flux  Layer3_Error  Layer4_Flux  Layer4_Error  Layer5_Flux  Layer5_Error  Layer6_Flux  Layer6_Error  Layer7_Flux  Layer7_Error  Layer8_Flux  Layer8_Error  Layer9_Flux  Layer9_Error  Layer10_Flux  Layer10_Error  Layer11_Flux  Layer11_Error  Layer12_Flux  Layer12_Error  Layer13_Flux  Layer13_Error  Layer14_Flux  Layer14_Error  Layer15_Flux  Layer15_Error  Layer16_Flux  Layer16_Error  Layer17_Flux  Layer17_Error
2.5900E+04  7.72482E-06  0.1945  5.03568E-06  0.2325  4.05914E-07  0.5951  7.35775E-08  1.0000  1.40934E-07  1.0000  3.63124E-07  0.7905  0.00000E+00  0.0000  6.19908E-07  0.5659  2.12000E-07  1.0000  6.99676E-07  0.5296  5.59738E-07  0.4373  3.93730E-07  0.4919  1.30757E-06  0.2922  2.83341E-06  0.2049  4.23037E-06  0.1671  6.83380E-06  0.1270  3.59094E-06  0.1731
2.6000E+04  8.92310E-06  0.1801  4.73545E-06  0.2422  7.70554E-07  0.5638  2.91532E-07  1.0000  2.47341E-07  0.7140  2.72299E-07  1.0000  0.00000E+00  0.0000  8.78944E-07  0.4582  2.52650E-07  1.0000  4.99599E-07  0.6099  4.56777E-07  0.4939  6.40886E-07  0.5043  1.18440E-06  0.3064  2.58839E-06  0.2084  3.81661E-06  0.1759  6.66229E-06  0.1279  3.53202E-06  0.1803
2.6100E+04  9.49579E-06  0.1744  6.41611E-06  0.2124  1.17011E-06  0.4908  2.16123E-07  1.0000  3.57911E-07  0.7229  3.38846E-07  0.7262  0.00000E+00  0.0000  8.55874E-07  0.4613  2.52650E-07  1.0000  5.21418E-07  0.6130  3.44638E-07  0.5367  8.69433E-07  0.4574  8.34826E-07  0.3678  2.79370E-06  0.1990  3.77986E-06  0.1751  6.80737E-06  0.1289  3.50470E-06  0.1795
2.6200E+04  9.99177E-06  0.1693  7.38312E-06  0.2026  1.49024E-06  0.4144  0.00000E+00  0.0000  3.57911E-07  0.7229  7.60472E-08  1.0000  0.00000E+00  0.0000  9.50585E-07  0.4384  2.52650E-07  1.0000  4.71648E-07  0.5576  2.84229E-07  0.5942  6.31729E-07  0.5603  1.13695E-06  0.3137  3.21339E-06  0.1904  3.58515E-06  0.1781  7.24607E-06  0.1250  2.74715E-06  0.2005
2.6300E+04  9.24384E-06  0.1796  7.64815E-06  0.1960  1.78397E-06  0.4147  0.00000E+00  0.0000  3.20616E-07  0.7500  0.00000E+00  0.0000  0.00000E+00  0.0000  7.37604E-07  0.4911  2.52650E-07  1.0000  4.08721E-07  0.5778  1.75231E-07  0.7748  6.67398E-07  0.5360  1.11600E-06  0.3023  3.17647E-06  0.1891  3.36832E-06  0.1849  6.46331E-06  0.1329  2.07371E-06  0.2301
2.6400E+04  7.74260E-06  0.1943  6.59852E-06  0.2096  9.40798E-07  0.5509  0.00000E+00  0.0000  2.16978E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  6.79995E-07  0.5265  2.52650E-07  1.0000  3.79412E-07  0.5840  2.25831E-07  0.6599  7.29039E-07  0.5274  8.99714E-07  0.3249  3.33314E-06  0.1839  3.11006E-06  0.1944  6.41541E-06  0.1308  1.89250E-06  0.2395
2.6500E+04  7.09009E-06  0.2012  7.71192E-06  0.1957  1.42555E-06  0.4325  8.55608E-08  1.0000  2.16978E-07  1.0000  5.25331E-08  1.0000  0.00000E+00  0.0000  5.85730E-07  0.5811  5.69559E-08  1.0000  4.50986E-07  0.5544  2.97873E-07  0.5896  5.66195E-07  0.5639  6.95283E-07  0.3757  3.10690E-06  0.1928  2.66002E-06  0.2106  5.90673E-06  0.1352  2.12523E-06  0.2242
2.6600E+04  7.02144E-06  0.2032  7.07376E-06  0.1956  2.17673E-06  0.3416  1.94786E-07  1.0000  2.16978E-07  1.0000  4.60134E-07  1.0000  0.00000E+00  0.0000  5.87180E-07  0.5797  0.00000E+00  0.0000  4.93838E-07  0.5149  2.97873E-07  0.5896  3.41199E-07  0.7250  5.66148E-07  0.3553  2.84480E-06  0.1929  2.98705E-06  0.1977  5.44297E-06  0.1382  1.89608E-06  0.2428
2.6700E+04  6.72505E-06  0.1944  6.88990E-06  0.1952  2.50844E-06  0.3361  1.94786E-07  1.0000  2.02995E-07  0.7314  4.60134E-07  1.0000  0.00000E+00  0.0000  4.00468E-07  0.6168  0.00000E+00  0.0000  5.75722E-07  0.5016  2.97873E-07  0.5896  5.92808E-07  0.5223  8.28917E-07  0.3424  2.92246E-06  0.1962  3.29246E-06  0.1788  5.27038E-06  0.1420  2.16391E-06  0.2193
2.6800E+04  7.55705E-06  0.1886  7.51043E-06  0.1909  1.75142E-06  0.3951  1.94786E-07  1.0000  2.07431E-07  1.0000  4.09739E-07  0.8471  0.00000E+00  0.0000  3.37258E-07  0.7080  0.00000E+00  0.0000  4.18672E-07  0.5489  2.97873E-07  0.5896  1.02166E-06  0.4182  1.21900E-06  0.2941  3.29463E-06  0.1869  3.74878E-06  0.1761  5.65988E-06  0.1371  2.47608E-06  0.2086
2.6900E+04  6.16663E-06  0.2034  7.74230E-06  0.1896  1.37645E-06  0.4505  1.94786E-07  1.0000  2.07431E-07  1.0000  1.34070E-07  1.0000  0.00000E+00  0.0000  1.47679E-07  0.7183  0.00000E+00  0.0000  4.09630E-07  0.5633  1.93408E-07  0.5814  9.11795E-07  0.4814  1.41964E-06  0.2815  3.07532E-06  0.1905  4.01966E-06  0.1672  5.61666E-06  0.1388  2.29543E-06  0.2130
2.7000E+04  5.59979E-06  0.2243  6.35494E-06  0.2011  1.83181E-06  0.3794  2.63053E-08  1.0000  2.07431E-07  1.0000  1.34070E-07  1.0000  6.46994E-08  1.0000  0.00000E+00  0.0000  1.35102E-07  1.0000  3.02325E-07  0.7092  3.13052E-07  0.5825  1.25366E-06  0.4033  1.38555E-06  0.2653  3.24591E-06  0.1833  4.16557E-06  0.1684  5.57541E-06  0.1406  2.18162E-06  0.2216
2.7100E+04  5.96082E-06  0.2132  5.27482E-06  0.2191  1.72855E-06  0.4539  0.00000E+00  0.0000  2.56054E-07  0.8321  1.34070E-07  1.0000  5.17960E-08  1.0000  0.00000E+00  0.0000  3.73587E-07  0.7435  2.49398E-07  0.7186  3.15561E-07  0.5816  1.07721E-06  0.4442  1.19907E-06  0.2970  3.66899E-06  0.1783  3.58702E-06  0.1799  6.10642E-06  0.1345  1.88040E-06  0.2417
2.7200E+04  5.86465E-06  0.2200  4.76577E-06  0.2236  1.78983E-06  0.4397  0.00000E+00  0.0000  2.96793E-07  0.7610  1.34070E-07  1.0000  0.00000E+00  0.0000  2.32949E-07  1.0000  3.82275E-07  0.7372  1.62786E-07  1.0000  1.31813E-07  0.7061  9.63031E-07  0.4713  1.24002E-06  0.2946  3.80657E-06  0.1705  3.78322E-06  0.1723  5.97409E-06  0.1371  1.71725E-06  0.2458
2.7300E+04  5.84452E-06  0.2034  5.46966E-06  0.2186  1.38881E-06  0.5071  0.00000E+00  0.0000  2.07431E-07  1.0000  1.34070E-07  1.0000  0.00000E+00  0.0000  2.34782E-07  1.0000  2.38298E-07  0.7132  1.62786E-07  1.0000  8.75430E-08  1.0000  8.62635E-07  0.5131  1.18918E-06  0.2904  3.66433E-06  0.1758  4.01312E-06  0.1701  5.46717E-06  0.1430  2.03652E-06  0.2331
2.7400E+04  6.36119E-06  0.2121  5.91200E-06  0.2128  2.01010E-06  0.4209  0.00000E+00  0.0000  5.74665E-07  0.6268  1.89608E-07  0.7654  7.75549E-08  1.0000  2.27252E-07  0.8101  1.34813E-07  1.0000  4.32350E-07  0.6324  8.75430E-08  1.0000  7.87642E-07  0.4973  1.41431E-06  0.2728  3.53592E-06  0.1790  4.39089E-06  0.1626  4.72404E-06  0.1545  2.32053E-06  0.2178
2.7500E+04  6.08964E-06  0.2102  7.34832E-06  0.1853  2.01476E-06  0.3970  1.71825E-07  1.0000  7.71875E-07  0.7071  3.90748E-07  0.7411  1.51620E-07  1.0000  1.87395E-07  0.8544  3.71764E-07  0.6174  4.05074E-07  0.7206  8.75430E-08  1.0000  8.22371E-07  0.5060  1.20466E-06  0.2909  3.10382E-06  0.1879  3.88610E-06  0.1694  4.16805E-06  0.1626  2.42486E-06  0.2177
2.7600E+04  5.49147E-06  0.2215  8.47623E-06  0.1838  1.77886E-06  0.4373  1.89292E-07  1.0000  7.71875E-07  0.7071  3.98644E-07  0.7267  1.51620E-07  1.0000  1.53033E-07  1.0000  4.04274E-07  0.6096  4.05074E-07  0.7206  1.04262E-07  0.8548  6.83315E-07  0.5184  1.08555E-06  0.3104  3.21442E-06  0.1918  3.76299E-06  0.1760  4.67567E-06  0.1532  2.52595E-06  0.2099
2.7700E+04  5.72584E-06  0.2081  8.33186E-06  0.1805  1.44295E-06  0.4862  0.00000E+00  0.0000  7.71875E-07  0.7071  8.09797E-07  0.6290  1.51620E-07  1.0000  1.53033E-07  1.0000  3.29977E-07  0.7121  5.01095E-07  0.6132  2.07724E-07  0.7158  9.84204E-07  0.4004  1.11189E-06  0.3126  3.42872E-06  0.1848  3.72455E-06  0.1766  4.55601E-06  0.1555  2.01656E-06  0.2388
2.7800E+04  4.51228E-06  0.2192  9.21316E-06  0.1702  1.43297E-06  0.4856  0.00000E+00  0.0000  4.24019E-07  0.9107  5.05723E-07  0.6161  1.51620E-07  1.0000  1.53033E-07  1.0000  3.29977E-07  0.7121  5.48779E-07  0.5570  2.07724E-07  0.7158  1.32687E-06  0.3730  1.09030E-06  0.2892  3.76177E-06  0.1785  3.81072E-06  0.1786  4.28743E-06  0.1606  1.91769E-06  0.2448
2.7900E+04  5.33639E-06  0.2083  8.40478E-06  0.1793  1.44517E-06  0.4169  0.00000E+00  0.0000  3.84084E-07  1.0000  3.46121E-07  0.7853  1.51620E-07  1.0000  1.53033E-07  1.0000  3.29977E-07  0.7121  5.84052E-07  0.5912  1.80762E-07  0.6065  1.26596E-06  0.3843  6.65113E-07  0.3490  3.53639E-06  0.1815  3.94096E-06  0.1753  4.27900E-06  0.1616  1.86119E-06  0.2470
2.8000E+04  5.88034E-06  0.2159  7.06017E-06  0.1972  1.81901E-06  0.3657  7.28274E-08  0.7072  3.84084E-07  1.0000  2.56678E-07  1.0000  1.51620E-07  1.0000  1.53033E-07  1.0000  3.29977E-07  0.7121  5.65142E-07  0.5165  2.15687E-07  0.6362  9.05094E-07  0.4580  6.41352E-07  0.3646  3.13391E-06  0.1909  3.76936E-06  0.1757  4.91438E-06  0.1531  1.67930E-06  0.2540
2.8100E+04  6.48234E-06  0.1906  6.42302E-06  0.2022  2.14297E-06  0.3655  4.02729E-07  0.7071  3.84084E-07  1.0000  1.69670E-07  1.0000  1.51620E-07  1.0000  1.53033E-07  1.0000  3.29977E-07  0.7121  3.76137E-07  0.5634  3.33189E-07  0.5841  6.35405E-07  0.5211  6.36975E-07  0.3842  2.38364E-06  0.2182  2.90634E-06  0.1955  4.54571E-06  0.1578  1.69957E-06  0.2543
2.8200E+04  7.05971E-06  0.1892  5.46293E-06  0.2293  1.90008E-06  0.3686  4.02729E-07  0.7071  3.84084E-07  1.0000  0.00000E+00  0.0000  1.77602E-07  0.7753  1.53033E-07  1.0000  2.48452E-07  0.7861  3.72532E-07  0.7058  3.11656E-07  0.5965  4.67463E-07  0.6218  5.23028E-07  0.4141  2.25962E-06  0.2245  2.43048E-06  0.2106  4.71565E-06  0.1573  1.50733E-06  0.2657
2.8300E+04  6.67732E-06  0.1947  6.06316E-06  0.2147  2.21325E-06  0.3450  4.02729E-07  0.7071  3.84084E-07  1.0000  0.00000E+00  0.0000  1.91225E-07  1.0000  1.53033E-07  1.0000  2.36671E-07  0.8103  2.25264E-07  1.0000  3.80588E-07  0.5781  8.27866E-07  0.5034  4.69909E-07  0.4270  2.26197E-06  0.2262  2.07007E-06  0.2320  5.21010E-06  0.1489  1.29301E-06  0.2911
2.8400E+04  6.06686E-06  0.1997  5.34344E-06  0.2258  1.57037E-06  0.3906  4.17091E-07  0.6836  3.45515E-07  1.0000  0.00000E+00  0.0000  1.91225E-07  1.0000  8.29435E-08  1.0000  3.55723E-07  0.7076  1.36811E-07  1.0000  3.67347E-07  0.5863  8.88526E-07  0.4604  4.69124E-07  0.4792  2.39018E-06  0.2245  2.22035E-06  0.2213  5.63217E-06  0.1412  1.27237E-06  0.2887
2.8500E+04  5.98073E-06  0.2005  5.23030E-06  0.2340  1.03074E-06  0.4885  8.05358E-07  0.5213  0.00000E+00  0.0000  0.00000E+00  0.0000  1.91225E-07  1.0000  0.00000E+00  0.0000  3.55723E-07  0.7076  0.00000E+00  0.0000  3.66085E-07  0.5900  8.38511E-07  0.4746  5.52117E-07  0.4293  2.16935E-06  0.2251  2.41410E-06  0.2160  5.37675E-06  0.1434  1.56203E-06  0.2644
2.8600E+04  5.11273E-06  0.2185  5.75198E-06  0.2177  5.20865E-07  0.5815  5.98005E-07  0.6129  0.00000E+00  0.0000  0.00000E+00  0.0000  1.91225E-07  1.0000  0.00000E+00  0.0000  3.62445E-07  0.6947  0.00000E+00  0.0000  3.03685E-07  0.6133  7.88259E-07  0.4907  8.20671E-07  0.3537  2.38637E-06  0.2218  2.18263E-06  0.2144  4.52513E-06  0.1537  1.69760E-06  0.2522
2.8700E+04  4.78894E-06  0.2279  5.75650E-06  0.2102  2.42122E-07  0.7936  4.86475E-07  0.7176  2.79265E-07  1.0000  0.00000E+00  0.0000  1.91225E-07  1.0000  0.00000E+00  0.0000  4.84771E-07  0.5814  5.62922E-08  1.0000  2.39027E-07  0.7308  1.15298E-06  0.4125  9.93688E-07  0.3146  2.27607E-06  0.2281  1.99800E-06  0.2279  3.84845E-06  0.1634  1.55042E-06  0.2685
2.8800E+04  4.66849E-06  0.2348  6.08013E-06  0.2177  3.23082E-07  0.7354  4.07848E-07  0.7615  3.27587E-07  1.0000  1.78846E-07  1.0000  1.91225E-07  1.0000  0.00000E+00  0.0000  4.77968E-07  0.5899  2.89222E-07  0.7984  2.39027E-07  0.7308  9.38096E-07  0.4604  7.69212E-07  0.3588  1.86063E-06  0.2515  2.61496E-06  0.2023  4.16614E-06  0.1638  1.68072E-06  0.2509
2.8900E+04  4.76189E-06  0.2267  5.66790E-06  0.2303  9.84086E-07  0.4981  2.85396E-07  1.0000  3.27587E-07  1.0000  2.95335E-07  0.7388  1.91225E-07  1.0000  0.00000E+00  0.0000  3.64255E-07  0.7084  4.19036E-07  0.7081  3.41069E-07  0.5552  1.11324E-06  0.3958  7.11689E-07  0.3617  2.08889E-06  0.2308  3.01852E-06  0.1910  4.11438E-06  0.1632  2.01609E-06  0.2406
2.9000E+04  5.07930E-06  0.2200  4.85706E-06  0.2443  9.42782E-07  0.5110  2.85396E-07  1.0000  3.27587E-07  1.0000  3.75566E-07  0.7073  1.91225E-07  1.0000  0.00000E+00  0.0000  4.31109E-07  0.6489  4.19036E-07  0.7081  3.70946E-07  0.5807  1.27445E-06  0.3883  7.94130E-07  0.3576  2.26730E-06  0.2249  3.36424E-06  0.1834  4.12633E-06  0.1621  1.85784E-06  0.2554
2.9100E+04  4.96986E-06  0.2262  4.74494E-06  0.2475  9.23959E-07  0.4834  6.09140E-08  1.0000  3.27587E-07  1.0000  2.87707E-07  0.7462  9.89584E-09  1.0000  0.00000E+00  0.0000  3.94148E-07  0.7073  2.13908E-07  0.9267  2.92990E-07  0.6726  8.84162E-07  0.4524  6.61634E-07  0.3988  2.19409E-06  0.2231  3.25294E-06  0.1854  4.30538E-06  0.1621  1.94325E-06  0.2455
2.9200E+04  4.26103E-06  0.2264  5.00333E-06  0.2419  4.27545E-07  0.6779  0.00000E+00  0.0000  3.27587E-07  1.0000  6.71617E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.95382E-07  0.7051  0.00000E+00  0.0000  2.76600E-07  0.7099  1.09136E-06  0.4144  5.55626E-07  0.4237  2.14384E-06  0.2315  3.36512E-06  0.1835  4.30792E-06  0.1609  1.96578E-06  0.2467
2.9300E+04  3.70953E-06  0.2349  4.87934E-06  0.2608  6.41758E-07  0.5909  0.00000E+00  0.0000  2.23613E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.99168E-07  0.5413  0.00000E+00  0.0000  1.96132E-07  0.7022  1.00078E-06  0.4561  4.41761E-07  0.4736  2.35985E-06  0.2159  3.11207E-06  0.1890  4.28141E-06  0.1596  1.95786E-06  0.2439
2.9400E+04  3.56391E-06  0.2623  5.66850E-06  0.2345  4.82655E-07  0.6249  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.29310E-07  0.5019  1.32505E-07  1.0000  1.82179E-07  0.7082  8.66046E-07  0.5037  4.13910E-07  0.5056  2.32507E-06  0.2115  2.69553E-06  0.1966  4.49976E-06  0.1555  1.88601E-06  0.2514
2.9500E+04  4.54993E-06  0.2273  4.78917E-06  0.2362  3.96270E-07  0.7293  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  8.09847E-07  0.4621  1.81440E-07  0.7848  9.62690E-08  1.0000  5.73627E-07  0.5565  3.83129E-07  0.4874  2.22720E-06  0.2220  1.95039E-06  0.2347  4.54494E-06  0.1535  1.71525E-06  0.2648
2.9600E+04  5.76520E-06  0.2005  4.79345E-06  0.2439  6.13268E-07  0.5893  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.45542E-07  0.5889  4.23627E-08  1.0000  9.62690E-08  1.0000  6.93447E-07  0.5018  3.36774E-07  0.5006  1.96890E-06  0.2369  1.81815E-06  0.2382  4.26704E-06  0.1607  1.27155E-06  0.2920
2.9700E+04  6.00138E-06  0.1962  4.72015E-06  0.2383  5.95637E-07  0.5598  6.13942E-09  1.0000  7.05769E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  6.27702E-07  0.5325  0.00000E+00  0.0000  1.61002E-07  0.7205  1.54240E-06  0.3549  4.02977E-07  0.4583  1.88700E-06  0.2384  2.24110E-06  0.2203  4.24177E-06  0.1607  1.02052E-06  0.3188
2.9800E+04  6.44154E-06  0.1917  3.79683E-06  0.2505  2.36442E-07  0.6984  1.50008E-07  1.0000  3.27880E-07  0.7162  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  8.34173E-07  0.4689  0.00000E+00  0.0000  2.15405E-07  0.7111  1.47192E-06  0.3492  4.60918E-07  0.4541  1.88063E-06  0.2417  2.72801E-06  0.1985  3.99465E-06  0.1646  8.86819E-07  0.3468
2.9900E+04  5.20678E-06  0.2124  4.62487E-06  0.2292  2.11497E-07  0.7292  4.41065E-08  1.0000  1.24282E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  9.31608E-07  0.4303  1.41723E-07  0.7300  4.00137E-07  0.5099  1.45798E-06  0.3586  4.60918E-07  0.4541  1.88954E-06  0.2445  2.56301E-06  0.2039  3.71213E-06  0.1671  1.12120E-06  0.3014
3.0000E+04  5.50932E-06  0.2061  3.93652E-06  0.2601  6.50718E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.68169E-07  0.4969  3.69320E-07  0.6525  4.34361E-07  0.5043  9.87995E-07  0.3929  4.60918E-07  0.4541  1.97846E-06  0.2387  2.40106E-06  0.2088  3.99554E-06  0.1621  1.42170E-06  0.2622
3.0100E+04  5.24470E-06  0.2251  4.14546E-06  0.2570  3.83802E-07  0.7075  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.64071E-07  0.4994  5.00565E-07  0.6620  4.34361E-07  0.5043  5.54235E-07  0.5779  3.94196E-07  0.4410  1.80846E-06  0.2453  2.43686E-06  0.1997  4.41604E-06  0.1533  1.59334E-06  0.2546
3.0200E+04  4.81555E-06  0.2304  3.99732E-06  0.2673  1.90219E-07  0.8405  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  9.17761E-07  0.4538  9.64689E-07  0.4187  3.85568E-07  0.5105  6.75893E-07  0.4855  3.74278E-07  0.4848  2.29216E-06  0.2100  2.56744E-06  0.1979  4.46918E-06  0.1514  1.80513E-06  0.2381
3.0300E+04  5.01775E-06  0.2339  4.59345E-06  0.2442  5.93447E-07  0.7097  0.00000E+00  0.0000  0.00000E+00  0.0000  7.24837E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  6.91566E-07  0.5280  7.60740E-07  0.4746  2.37120E-07  0.5818  1.23620E-06  0.3810  3.60786E-07  0.5854  2.43317E-06  0.2103  2.61456E-06  0.2033  4.45892E-06  0.1494  1.85676E-06  0.2446
3.0400E+04  5.11083E-06  0.2320  4.53145E-06  0.2275  5.58888E-07  0.7486  1.69482E-07  1.0000  0.00000E+00  0.0000  2.04719E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.47270E-07  0.5965  7.10267E-07  0.5054  1.89927E-07  0.7079  9.34072E-07  0.4254  3.08387E-07  0.6270  2.23077E-06  0.2230  3.10457E-06  0.1860  4.26804E-06  0.1549  1.85383E-06  0.2404
3.0500E+04  3.90265E-06  0.2614  3.93516E-06  0.2461  5.27596E-07  0.7421  1.70024E-07  1.0000  0.00000E+00  0.0000  4.69929E-07  0.7129  0.00000E+00  0.0000  0.00000E+00  0.0000  4.98832E-07  0.6267  8.33236E-07  0.4554  9.95275E-08  1.0000  5.97453E-07  0.5264  3.87050E-07  0.5573  2.18725E-06  0.2203  3.02271E-06  0.1848  4.54920E-06  0.1485  1.82889E-06  0.2429
3.0600E+04  3.21566E-06  0.2836  4.11612E-06  0.2371  1.02411E-06  0.5780  1.70024E-07  1.0000  0.00000E+00  0.0000  4.16566E-07  0.8578  0.00000E+00  0.0000  0.00000E+00  0.0000  4.34880E-07  0.6135  9.80934E-07  0.4224  9.95275E-08  1.0000  6.39196E-07  0.5465  6.35354E-07  0.4510  2.24711E-06  0.2152  3.05767E-06  0.1835  4.19763E-06  0.1570  1.90255E-06  0.2298
3.0700E+04  2.84461E-06  0.3006  4.22113E-06  0.2476  1.55461E-06  0.4470  1.76054E-07  0.9664  0.00000E+00  0.0000  3.51341E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.42363E-07  0.7092  9.75126E-07  0.4298  9.95275E-08  1.0000  8.00698E-07  0.5004  7.93924E-07  0.3894  2.19193E-06  0.2178  2.99737E-06  0.1857  3.93247E-06  0.1630  1.90375E-06  0.2324
3.0800E+04  3.47968E-06  0.2911  3.14771E-06  0.2744  1.52176E-06  0.4249  1.70024E-07  1.0000  1.43503E-08  1.0000  3.51341E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.05012E-06  0.4119  9.95275E-08  1.0000  6.64917E-07  0.5214  8.28090E-07  0.3768  2.25878E-06  0.2119  2.33660E-06  0.2048  4.01775E-06  0.1628  1.64729E-06  0.2545
3.0900E+04  3.91164E-06  0.2719  2.56296E-06  0.2749  1.41857E-06  0.4676  1.70024E-07  1.0000  2.85402E-07  1.0000  3.51341E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  8.69869E-07  0.4443  9.95275E-08  1.0000  4.42132E-07  0.6324  8.73756E-07  0.3663  2.27513E-06  0.2038  1.93667E-06  0.2265  3.92442E-06  0.1634  1.59389E-06  0.2596
3.1000E+04  3.62400E-06  0.2752  2.38285E-06  0.3303  1.24239E-06  0.4887  1.70024E-07  1.0000  1.33382E-08  1.0000  3.51341E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.93315E-10  1.0000  7.69801E-07  0.4788  7.55042E-08  0.9152  5.60403E-07  0.5782  1.06273E-06  0.3245  2.21115E-06  0.2059  2.23400E-06  0.2124  3.42417E-06  0.1731  1.41007E-06  0.2717
3.1100E+04  3.20424E-06  0.2912  2.82591E-06  0.3359  1.39851E-06  0.4684  1.59665E-07  1.0000  0.00000E+00  0.0000  3.51341E-07  1.0000  0.00000E+00  0.0000  1.65843E-07  1.0000  0.00000E+00  0.0000  5.41936E-07  0.5571  9.14697E-08  1.0000  8.19963E-07  0.4542  1.02915E-06  0.3101  2.47703E-06  0.1956  2.02412E-06  0.2194  3.50138E-06  0.1738  1.32380E-06  0.2726
3.1200E+04  4.19935E-06  0.2526  2.64825E-06  0.3237  1.54531E-06  0.4135  0.00000E+00  0.0000  0.00000E+00  0.0000  3.51341E-07  1.0000  7.66616E-08  1.0000  1.99310E-07  1.0000  9.36246E-08  1.0000  3.16354E-07  0.6482  9.14697E-08  1.0000  8.32322E-07  0.4345  1.21226E-06  0.2955  2.27939E-06  0.2043  1.98089E-06  0.2252  3.20154E-06  0.1786  9.01154E-07  0.3290
3.1300E+04  4.05127E-06  0.2613  2.56600E-06  0.3187  1.64874E-06  0.4238  0.00000E+00  0.0000  0.00000E+00  0.0000  3.51341E-07  1.0000  1.36324E-07  1.0000  1.99310E-07  1.0000  1.32834E-07  1.0000  1.20213E-08  1.0000  9.14697E-08  1.0000  5.39268E-07  0.5160  1.13054E-06  0.3089  1.98038E-06  0.2170  2.10680E-06  0.2184  2.82964E-06  0.1922  8.61468E-07  0.3201
3.1400E+04  3.21055E-06  0.2877  2.72776E-06  0.3398  1.62856E-06  0.4027  0.00000E+00  0.0000  0.00000E+00  0.0000  1.20691E-07  1.0000  1.36324E-07  1.0000  3.51529E-09  1.0000  1.32834E-07  1.0000  0.00000E+00  0.0000  9.14697E-08  1.0000  5.37578E-07  0.5830  1.09010E-06  0.3114  1.84267E-06  0.2310  2.12051E-06  0.2168  3.01453E-06  0.1840  1.14079E-06  0.2888
3.1500E+04  3.82047E-06  0.2593  2.43220E-06  0.3428  1.10940E-06  0.5210  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.36324E-07  1.0000  0.00000E+00  0.0000  1.32834E-07  1.0000  0.00000E+00  0.0000  9.14697E-08  1.0000  5.37578E-07  0.5830  1.06331E-06  0.3053  1.79599E-06  0.2258  2.29492E-06  0.2078  3.03754E-06  0.1841  1.16584E-06  0.2845
3.1600E+04  3.29048E-06  0.2545  2.68607E-06  0.3379  1.52033E-06  0.4219  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.36324E-07  1.0000  0.00000E+00  0.0000  1.32834E-07  1.0000  0.00000E+00  0.0000  9.14697E-08  1.0000  6.47172E-07  0.5130  9.25673E-07  0.3369  1.81031E-06  0.2317  2.20722E-06  0.2190  2.57175E-06  0.1928  1.00334E-06  0.2994
3.1700E+04  3.79040E-06  0.2460  2.87286E-06  0.3296  1.98509E-06  0.3756  0.00000E+00  0.0000  5.31314E-08  0.9011  0.00000E+00  0.0000  1.36324E-07  1.0000  0.00000E+00  0.0000  6.94789E-08  1.0000  0.00000E+00  0.0000  1.58190E-07  0.7157  8.21323E-07  0.4423  9.20298E-07  0.3214  1.56233E-06  0.2456  2.09757E-06  0.2211  2.33335E-06  0.2016  8.37549E-07  0.3220
