Time  Layer1_Flux  Layer1_Error  Layer2_Flux  Layer2_Error  Layer3_Flux  Layer3_Error  Layer4_Flux  Layer4_Error  Layer5_Flux  Layer5_Error  Layer6_Flux  Layer6_Error  Layer7_Flux  Layer7_Error  Layer8_Flux  Layer8_Error  Layer9_Flux  Layer9_Error  Layer10_Flux  Layer10_Error  Layer11_Flux  Layer11_Error  Layer12_Flux  Layer12_Error  Layer13_Flux  Layer13_Error  Layer14_Flux  Layer14_Error  Layer15_Flux  Layer15_Error  Layer16_Flux  Layer16_Error  Layer17_Flux  Layer17_Error
1.2300E+04  4.30688E-05  0.0891  4.23053E-05  0.0912  1.01933E-05  0.1817  5.30002E-06  0.2348  8.94232E-06  0.1785  6.40288E-06  0.2044  2.56138E-06  0.3236  9.74379E-06  0.1602  1.45658E-05  0.1330  8.15902E-06  0.1751  4.53140E-06  0.1783  6.98012E-06  0.1936  1.59163E-05  0.0965  2.81396E-05  0.0734  3.41714E-05  0.0658  4.00897E-05  0.0606  2.80271E-05  0.0725
1.2400E+04  4.00357E-05  0.0918  4.09374E-05  0.0904  8.83241E-06  0.1973  4.30901E-06  0.2472  8.94170E-06  0.1733  7.15135E-06  0.1960  1.85321E-06  0.3745  1.11101E-05  0.1493  1.39415E-05  0.1357  8.29488E-06  0.1743  4.48031E-06  0.1781  7.17845E-06  0.1882  1.49608E-05  0.0980  2.79142E-05  0.0729  3.40358E-05  0.0655  3.99847E-05  0.0606  2.74435E-05  0.0725
1.2500E+04  3.50390E-05  0.0977  4.27459E-05  0.0890  9.25756E-06  0.1989  4.16115E-06  0.2447  8.67226E-06  0.1840  6.48322E-06  0.2062  2.08033E-06  0.3395  1.04483E-05  0.1553  1.33829E-05  0.1370  8.43251E-06  0.1722  4.50059E-06  0.1771  6.89543E-06  0.1845  1.38891E-05  0.1021  2.44482E-05  0.0773  3.35082E-05  0.0659  3.74276E-05  0.0623  2.61545E-05  0.0741
1.2600E+04  3.50101E-05  0.0985  3.83814E-05  0.0936  1.04406E-05  0.1888  3.34479E-06  0.2856  9.34892E-06  0.1737  5.83691E-06  0.2157  2.28564E-06  0.3223  1.03934E-05  0.1554  1.20575E-05  0.1456  8.54749E-06  0.1735  4.49149E-06  0.1752  7.74792E-06  0.1787  1.45054E-05  0.0989  2.35573E-05  0.0787  3.28986E-05  0.0667  3.50095E-05  0.0638  2.45429E-05  0.0764
1.2700E+04  3.49535E-05  0.0992  3.70013E-05  0.0965  1.19142E-05  0.1714  2.67479E-06  0.3163  1.05393E-05  0.1630  5.65841E-06  0.2148  2.45148E-06  0.3495  1.08413E-05  0.1537  1.20547E-05  0.1413  8.22661E-06  0.1731  5.06138E-06  0.1694  8.58710E-06  0.1703  1.52472E-05  0.0966  2.32972E-05  0.0783  3.04814E-05  0.0690  3.33685E-05  0.0651  2.49469E-05  0.0758
1.2800E+04  3.13355E-05  0.1046  3.93599E-05  0.0944  1.10211E-05  0.1805  2.16207E-06  0.3505  9.66621E-06  0.1685  5.12793E-06  0.2274  2.45259E-06  0.3557  1.09491E-05  0.1541  1.03477E-05  0.1532  7.45986E-06  0.1809  5.08655E-06  0.1701  9.16104E-06  0.1632  1.43676E-05  0.0980  2.33551E-05  0.0778  3.11140E-05  0.0681  3.11853E-05  0.0674  2.52496E-05  0.0748
1.2900E+04  2.91975E-05  0.1055  3.96168E-05  0.0933  1.12770E-05  0.1773  1.76611E-06  0.4095  7.81928E-06  0.1833  5.61144E-06  0.2176  1.61441E-06  0.4111  1.04953E-05  0.1577  9.48131E-06  0.1578  5.94639E-06  0.1957  5.45982E-06  0.1641  7.85869E-06  0.1766  1.34179E-05  0.1026  2.30302E-05  0.0785  3.05272E-05  0.0683  3.13852E-05  0.0672  2.51607E-05  0.0740
1.3000E+04  3.09272E-05  0.1048  3.81670E-05  0.0956  1.04161E-05  0.1788  1.70547E-06  0.3450  7.13692E-06  0.1948  6.29655E-06  0.2103  9.13556E-07  0.4749  1.08047E-05  0.1532  8.88274E-06  0.1650  5.86600E-06  0.1919  5.51700E-06  0.1662  7.47175E-06  0.1804  1.24550E-05  0.1054  2.33589E-05  0.0778  3.09522E-05  0.0672  3.15017E-05  0.0666  2.36153E-05  0.0767
1.3100E+04  3.05835E-05  0.1047  3.39278E-05  0.1013  9.53229E-06  0.1979  1.90079E-06  0.3462  7.86355E-06  0.1884  5.12079E-06  0.2269  8.00844E-07  0.5157  1.01722E-05  0.1545  8.98679E-06  0.1603  6.26229E-06  0.1906  5.74410E-06  0.1621  6.86496E-06  0.1931  1.28698E-05  0.1043  2.23392E-05  0.0793  2.97202E-05  0.0683  3.17433E-05  0.0658  2.36888E-05  0.0766
1.3200E+04  3.12813E-05  0.1042  2.97084E-05  0.1077  9.17339E-06  0.1934  1.38075E-06  0.3980  7.15094E-06  0.2036  4.84932E-06  0.2330  1.02399E-06  0.4356  9.75934E-06  0.1613  9.18479E-06  0.1583  6.71441E-06  0.1833  5.06734E-06  0.1695  7.65226E-06  0.1770  1.40518E-05  0.0996  2.29127E-05  0.0779  2.75781E-05  0.0704  3.04964E-05  0.0667  2.31748E-05  0.0772
1.3300E+04  3.21950E-05  0.1029  2.89658E-05  0.1113  9.17854E-06  0.1939  1.35771E-06  0.3819  5.46123E-06  0.2247  3.74856E-06  0.2614  8.74016E-07  0.5149  8.61420E-06  0.1694  9.84136E-06  0.1546  6.82845E-06  0.1814  4.80836E-06  0.1754  8.60019E-06  0.1674  1.40510E-05  0.0984  2.26700E-05  0.0779  2.68744E-05  0.0715  3.14278E-05  0.0659  2.25972E-05  0.0777
1.3400E+04  3.17809E-05  0.1035  3.12042E-05  0.1057  9.04455E-06  0.1992  2.02616E-06  0.3552  5.02990E-06  0.2388  3.24131E-06  0.2760  5.97367E-07  0.6021  6.18342E-06  0.1906  1.00482E-05  0.1548  6.15119E-06  0.1916  4.59159E-06  0.1779  8.13347E-06  0.1737  1.28561E-05  0.1042  2.19977E-05  0.0787  2.77815E-05  0.0708  3.13506E-05  0.0661  2.27534E-05  0.0779
1.3500E+04  2.97046E-05  0.1055  3.20814E-05  0.1034  9.90397E-06  0.1843  1.86513E-06  0.3591  4.96721E-06  0.2298  2.90707E-06  0.2816  1.22309E-06  0.4632  4.53221E-06  0.2266  9.97929E-06  0.1560  6.43296E-06  0.1957  4.42765E-06  0.1806  8.27468E-06  0.1677  1.22929E-05  0.1053  2.20229E-05  0.0789  2.75295E-05  0.0705  3.16108E-05  0.0653  2.27908E-05  0.0767
1.3600E+04  2.93237E-05  0.1064  2.98437E-05  0.1059  9.36237E-06  0.1870  2.12850E-06  0.3101  4.52699E-06  0.2339  2.92204E-06  0.3050  1.12770E-06  0.4888  4.03547E-06  0.2354  1.02277E-05  0.1507  6.88446E-06  0.1867  3.55189E-06  0.2006  6.58165E-06  0.1876  1.22721E-05  0.1053  2.23908E-05  0.0782  2.75589E-05  0.0703  3.20116E-05  0.0652  2.17383E-05  0.0788
1.3700E+04  3.35484E-05  0.1001  3.14112E-05  0.1050  8.25807E-06  0.1949  2.10208E-06  0.3404  4.17582E-06  0.2437  1.98942E-06  0.3683  6.83252E-07  0.5073  4.29562E-06  0.2231  1.00304E-05  0.1547  6.13997E-06  0.2006  3.23976E-06  0.2033  5.31697E-06  0.2082  1.26279E-05  0.1050  2.31007E-05  0.0770  2.79974E-05  0.0697  3.06141E-05  0.0660  2.10085E-05  0.0797
1.3800E+04  3.32283E-05  0.1009  3.12205E-05  0.1017  9.37409E-06  0.1829  2.49671E-06  0.3075  4.28158E-06  0.2366  1.59979E-06  0.3894  7.30617E-07  0.5563  5.27065E-06  0.2155  8.46049E-06  0.1641  6.20350E-06  0.1976  3.28231E-06  0.2068  4.81008E-06  0.2131  1.20513E-05  0.1060  2.24803E-05  0.0772  2.74138E-05  0.0706  3.12088E-05  0.0651  2.02366E-05  0.0803
1.3900E+04  3.04948E-05  0.1071  3.11556E-05  0.1050  8.80082E-06  0.1865  3.05765E-06  0.2866  4.94047E-06  0.2200  2.12158E-06  0.3614  5.16839E-07  0.6159  4.97307E-06  0.2172  8.05973E-06  0.1669  5.61892E-06  0.2048  3.01925E-06  0.2062  4.61451E-06  0.2074  1.17354E-05  0.1071  2.13244E-05  0.0794  2.77277E-05  0.0695  3.07763E-05  0.0658  1.92927E-05  0.0822
1.4000E+04  3.09884E-05  0.1047  2.84021E-05  0.1098  9.75384E-06  0.1842  2.58744E-06  0.3024  4.95788E-06  0.2251  2.12169E-06  0.3647  5.30175E-07  0.6080  5.45438E-06  0.2111  7.85499E-06  0.1720  4.83417E-06  0.2175  3.51153E-06  0.1977  4.47981E-06  0.2145  1.05396E-05  0.1120  1.96260E-05  0.0824  2.68603E-05  0.0705  2.84382E-05  0.0687  1.92211E-05  0.0824
1.4100E+04  2.93395E-05  0.1069  3.04531E-05  0.1061  1.00252E-05  0.1851  2.39644E-06  0.3326  4.95880E-06  0.2277  2.35814E-06  0.3371  9.39144E-07  0.5123  5.80842E-06  0.2051  8.36888E-06  0.1646  4.38413E-06  0.2200  3.58410E-06  0.1916  5.66787E-06  0.2030  9.86476E-06  0.1159  1.86440E-05  0.0838  2.61417E-05  0.0708  2.91590E-05  0.0673  1.89921E-05  0.0825
1.4200E+04  2.89150E-05  0.1096  3.05225E-05  0.1062  9.01729E-06  0.1951  2.19216E-06  0.3500  4.14235E-06  0.2325  2.86625E-06  0.3019  8.46927E-07  0.5330  6.38084E-06  0.1991  8.41336E-06  0.1707  4.72277E-06  0.2224  3.76284E-06  0.1814  6.12739E-06  0.1887  9.66935E-06  0.1157  1.81143E-05  0.0854  2.53722E-05  0.0717  3.03300E-05  0.0658  1.74224E-05  0.0860
1.4300E+04  2.72923E-05  0.1118  2.92615E-05  0.1077  9.23896E-06  0.1957  1.50712E-06  0.4233  4.05208E-06  0.2441  2.42787E-06  0.3447  8.74620E-07  0.5212  5.94245E-06  0.1991  8.15315E-06  0.1721  5.47487E-06  0.2016  3.70405E-06  0.1913  4.84561E-06  0.2105  9.63209E-06  0.1168  1.68306E-05  0.0882  2.46524E-05  0.0726  2.90694E-05  0.0671  1.60466E-05  0.0885
1.4400E+04  2.57425E-05  0.1143  2.68133E-05  0.1134  8.48586E-06  0.2023  1.81632E-06  0.3810  4.42420E-06  0.2334  2.70019E-06  0.3249  8.22049E-07  0.5416  5.82264E-06  0.2042  8.93214E-06  0.1616  5.27747E-06  0.2066  3.80476E-06  0.1881  5.31414E-06  0.1999  9.45603E-06  0.1167  1.59892E-05  0.0894  2.34345E-05  0.0753  2.70682E-05  0.0698  1.55841E-05  0.0904
1.4500E+04  2.51107E-05  0.1136  2.70849E-05  0.1135  7.65545E-06  0.2070  2.02433E-06  0.3538  4.23456E-06  0.2492  2.19617E-06  0.3560  6.78982E-07  0.5728  4.87426E-06  0.2242  6.75694E-06  0.1823  4.99947E-06  0.2125  3.59369E-06  0.1897  7.33654E-06  0.1731  8.96535E-06  0.1192  1.58588E-05  0.0899  2.34756E-05  0.0742  2.72301E-05  0.0692  1.57217E-05  0.0895
1.4600E+04  2.67216E-05  0.1089  2.34968E-05  0.1195  6.08519E-06  0.2340  1.91881E-06  0.3826  3.40910E-06  0.2692  2.61509E-06  0.3489  5.26194E-07  0.7093  4.77269E-06  0.2138  6.24524E-06  0.1933  5.11836E-06  0.2029  3.28494E-06  0.2043  8.32809E-06  0.1611  9.29545E-06  0.1174  1.63052E-05  0.0883  2.37443E-05  0.0738  2.72110E-05  0.0692  1.65410E-05  0.0878
1.4700E+04  2.76400E-05  0.1067  2.10807E-05  0.1218  5.23064E-06  0.2513  2.19873E-06  0.3388  2.99311E-06  0.2841  2.95251E-06  0.3127  5.26194E-07  0.7093  3.91622E-06  0.2298  5.66665E-06  0.2005  5.19209E-06  0.1997  2.69038E-06  0.2183  7.39711E-06  0.1755  9.07567E-06  0.1173  1.60791E-05  0.0902  2.27313E-05  0.0745  2.63251E-05  0.0701  1.62235E-05  0.0880
1.4800E+04  2.89459E-05  0.1067  2.04556E-05  0.1296  5.16360E-06  0.2470  2.92894E-06  0.3034  3.22467E-06  0.2651  2.64540E-06  0.3276  4.89354E-07  0.7162  3.15153E-06  0.2547  6.26636E-06  0.1875  5.21624E-06  0.1993  2.18641E-06  0.2406  6.59442E-06  0.1810  9.35617E-06  0.1154  1.51270E-05  0.0917  2.24124E-05  0.0746  2.48238E-05  0.0714  1.51758E-05  0.0903
1.4900E+04  3.03204E-05  0.1049  2.10534E-05  0.1262  5.67769E-06  0.2436  2.47191E-06  0.3299  3.22869E-06  0.2707  2.36176E-06  0.3329  3.01386E-07  0.9440  2.63686E-06  0.2697  5.69432E-06  0.1987  5.36082E-06  0.2007  2.06947E-06  0.2428  6.62336E-06  0.1838  9.60290E-06  0.1127  1.58872E-05  0.0891  2.20724E-05  0.0751  2.34752E-05  0.0736  1.57466E-05  0.0884
1.5000E+04  3.11153E-05  0.1035  2.10096E-05  0.1256  5.98592E-06  0.2386  2.38711E-06  0.3428  3.78744E-06  0.2551  2.57202E-06  0.2977  5.10901E-07  0.7115  3.03747E-06  0.2416  4.33540E-06  0.2215  4.91709E-06  0.2104  2.55138E-06  0.2234  6.25173E-06  0.1883  9.93759E-06  0.1133  1.62490E-05  0.0876  2.28058E-05  0.0743  2.42195E-05  0.0715  1.62204E-05  0.0865
1.5100E+04  3.09869E-05  0.1038  2.29592E-05  0.1211  6.03866E-06  0.2321  1.93317E-06  0.3850  3.09025E-06  0.2729  2.07710E-06  0.3653  5.02364E-07  0.7131  2.81878E-06  0.2674  3.67604E-06  0.2313  3.78550E-06  0.2398  2.35322E-06  0.2348  5.88759E-06  0.1943  9.88347E-06  0.1136  1.56544E-05  0.0896  2.13342E-05  0.0760  2.25057E-05  0.0746  1.53173E-05  0.0889
1.5200E+04  2.96071E-05  0.1068  2.42383E-05  0.1170  6.51167E-06  0.2299  2.31512E-06  0.3378  2.83443E-06  0.2791  2.28746E-06  0.3469  2.83965E-07  1.0000  2.65411E-06  0.2713  3.62527E-06  0.2461  3.70137E-06  0.2466  2.03148E-06  0.2489  6.41554E-06  0.1867  9.56703E-06  0.1157  1.49729E-05  0.0905  2.04574E-05  0.0777  2.32752E-05  0.0734  1.56109E-05  0.0883
1.5300E+04  2.83513E-05  0.1098  2.73125E-05  0.1122  6.29755E-06  0.2183  2.26980E-06  0.3173  2.59097E-06  0.2978  2.03913E-06  0.3598  4.68562E-07  0.7228  2.86501E-06  0.2593  3.31274E-06  0.2513  3.44402E-06  0.2582  1.82478E-06  0.2659  6.39433E-06  0.1823  8.58218E-06  0.1221  1.49814E-05  0.0904  2.07314E-05  0.0780  2.27537E-05  0.0745  1.50711E-05  0.0894
1.5400E+04  2.82563E-05  0.1096  2.66581E-05  0.1158  6.20025E-06  0.2287  1.94817E-06  0.3605  2.86590E-06  0.2805  2.22635E-06  0.3351  5.81994E-07  0.7073  3.26541E-06  0.2428  2.77180E-06  0.2767  3.71727E-06  0.2380  2.09437E-06  0.2413  6.85919E-06  0.1775  8.87648E-06  0.1192  1.64351E-05  0.0866  2.10825E-05  0.0767  2.17005E-05  0.0758  1.36944E-05  0.0945
1.5500E+04  2.61705E-05  0.1118  2.62133E-05  0.1139  4.74470E-06  0.2728  1.69460E-06  0.3920  2.52681E-06  0.2658  2.52703E-06  0.3324  5.81994E-07  0.7073  3.40343E-06  0.2440  2.79304E-06  0.2802  3.64551E-06  0.2471  2.48818E-06  0.2151  7.27186E-06  0.1712  8.88726E-06  0.1193  1.59578E-05  0.0871  2.09444E-05  0.0766  2.24038E-05  0.0745  1.25952E-05  0.0974
1.5600E+04  2.40587E-05  0.1182  2.23483E-05  0.1208  4.83269E-06  0.2552  2.00012E-06  0.3542  2.67691E-06  0.2754  2.27658E-06  0.3486  5.81994E-07  0.7073  2.41413E-06  0.2690  2.94445E-06  0.2715  2.86280E-06  0.2746  2.81783E-06  0.2118  6.03937E-06  0.1883  8.93256E-06  0.1198  1.50107E-05  0.0901  2.03651E-05  0.0776  2.27109E-05  0.0732  1.22274E-05  0.0985
1.5700E+04  2.40316E-05  0.1161  2.25902E-05  0.1205  4.54993E-06  0.2540  2.67631E-06  0.3155  2.84698E-06  0.2848  2.45002E-06  0.3437  6.67000E-07  0.6302  1.69782E-06  0.3385  2.80144E-06  0.2769  2.58551E-06  0.2779  2.66759E-06  0.2102  4.79687E-06  0.2116  8.49026E-06  0.1221  1.49189E-05  0.0895  1.99351E-05  0.0786  2.19830E-05  0.0742  1.18924E-05  0.1001
1.5800E+04  2.57561E-05  0.1116  2.22849E-05  0.1221  4.99968E-06  0.2622  2.18924E-06  0.3337  2.49115E-06  0.3272  1.79813E-06  0.4077  8.46070E-07  0.5781  1.38932E-06  0.3541  3.30700E-06  0.2541  2.30750E-06  0.3129  2.92737E-06  0.2031  4.10838E-06  0.2244  7.62173E-06  0.1250  1.38631E-05  0.0924  2.06350E-05  0.0771  2.15007E-05  0.0747  1.18080E-05  0.1003
1.5900E+04  2.55913E-05  0.1110  2.17664E-05  0.1233  5.61643E-06  0.2425  1.95380E-06  0.3478  2.10676E-06  0.3434  1.96140E-06  0.3591  6.47131E-07  0.6185  1.48932E-06  0.3521  4.09437E-06  0.2199  2.10367E-06  0.3076  2.82304E-06  0.2029  3.79513E-06  0.2369  7.42857E-06  0.1297  1.39450E-05  0.0930  1.91824E-05  0.0794  2.37756E-05  0.0709  1.15492E-05  0.1001
1.6000E+04  2.51829E-05  0.1104  2.15072E-05  0.1248  6.14190E-06  0.2360  1.43111E-06  0.3927  2.19136E-06  0.3349  1.42652E-06  0.4082  6.78244E-07  0.5558  1.46068E-06  0.3538  4.73102E-06  0.2072  1.97894E-06  0.3194  2.77093E-06  0.2040  3.96800E-06  0.2255  7.49783E-06  0.1280  1.28795E-05  0.0965  1.85365E-05  0.0802  2.35656E-05  0.0708  1.19835E-05  0.0985
1.6100E+04  2.57883E-05  0.1108  2.03555E-05  0.1266  6.20861E-06  0.2437  1.14559E-06  0.4340  1.27020E-06  0.4764  1.30478E-06  0.4455  8.98929E-07  0.4972  1.36678E-06  0.3704  3.96858E-06  0.2268  2.19718E-06  0.3076  3.00886E-06  0.1994  4.97026E-06  0.1982  6.91338E-06  0.1308  1.19158E-05  0.1008  1.72787E-05  0.0831  2.29729E-05  0.0712  1.23933E-05  0.0966
1.6200E+04  2.46750E-05  0.1155  2.09270E-05  0.1252  5.34514E-06  0.2464  9.26558E-07  0.5057  2.02526E-06  0.3542  1.56552E-06  0.3992  1.24761E-06  0.4162  1.57728E-06  0.3420  3.76643E-06  0.2360  1.95079E-06  0.3047  2.74683E-06  0.2062  4.82642E-06  0.2004  6.58923E-06  0.1353  1.15090E-05  0.1010  1.61942E-05  0.0859  2.32742E-05  0.0709  1.25417E-05  0.0963
1.6300E+04  2.39007E-05  0.1174  2.01307E-05  0.1268  5.22402E-06  0.2662  1.21176E-06  0.4166  1.57880E-06  0.3518  1.55402E-06  0.3739  1.41262E-06  0.4227  1.87137E-06  0.3176  3.75639E-06  0.2354  2.47021E-06  0.2874  2.53876E-06  0.2143  3.61166E-06  0.2302  6.36092E-06  0.1362  1.01428E-05  0.1065  1.47072E-05  0.0903  2.29101E-05  0.0709  1.19649E-05  0.0983
1.6400E+04  2.14468E-05  0.1233  2.01305E-05  0.1285  4.88637E-06  0.2652  9.38735E-07  0.4871  1.50691E-06  0.3838  1.18133E-06  0.4213  1.19343E-06  0.4452  1.76492E-06  0.3288  3.33214E-06  0.2426  3.18273E-06  0.2509  2.40449E-06  0.2227  2.94631E-06  0.2537  6.09437E-06  0.1389  1.01053E-05  0.1072  1.39163E-05  0.0913  2.17934E-05  0.0729  1.17186E-05  0.0984
1.6500E+04  1.93878E-05  0.1295  1.98517E-05  0.1295  5.56844E-06  0.2535  1.13694E-06  0.4442  1.34677E-06  0.4126  1.17566E-06  0.4229  9.43684E-07  0.5263  1.94784E-06  0.3433  3.21390E-06  0.2507  3.67282E-06  0.2466  2.45874E-06  0.2184  3.95387E-06  0.2227  5.27836E-06  0.1493  1.00637E-05  0.1069  1.41436E-05  0.0906  2.00803E-05  0.0757  1.20625E-05  0.0977
1.6600E+04  1.87187E-05  0.1339  2.02259E-05  0.1292  5.86691E-06  0.2466  1.03840E-06  0.4626  1.36116E-06  0.4084  1.35623E-06  0.4083  9.62454E-07  0.5164  2.55552E-06  0.2937  2.88987E-06  0.2635  4.29277E-06  0.2243  2.43766E-06  0.2186  4.84151E-06  0.2033  4.89930E-06  0.1553  1.04866E-05  0.1043  1.40879E-05  0.0895  1.85508E-05  0.0784  1.25959E-05  0.0958
1.6700E+04  1.81691E-05  0.1320  1.75574E-05  0.1398  5.92193E-06  0.2408  1.14309E-06  0.4672  1.42503E-06  0.3717  1.36355E-06  0.4070  1.01848E-06  0.4663  2.78540E-06  0.2748  3.19038E-06  0.2543  4.26517E-06  0.2310  2.04014E-06  0.2344  5.32492E-06  0.1900  4.47012E-06  0.1634  1.01657E-05  0.1049  1.44139E-05  0.0890  1.99094E-05  0.0760  1.30604E-05  0.0927
1.6800E+04  2.06442E-05  0.1262  1.56973E-05  0.1478  4.79658E-06  0.2521  8.49593E-07  0.4898  1.35735E-06  0.3983  1.36335E-06  0.3961  5.57473E-07  0.6027  3.55204E-06  0.2447  3.69672E-06  0.2260  4.18080E-06  0.2389  2.21465E-06  0.2272  6.17937E-06  0.1813  4.11446E-06  0.1670  9.62579E-06  0.1069  1.45205E-05  0.0886  2.09844E-05  0.0738  1.26645E-05  0.0944
1.6900E+04  2.03077E-05  0.1285  1.78855E-05  0.1376  5.01337E-06  0.2537  1.12842E-06  0.4633  7.15481E-07  0.4742  1.34422E-06  0.4231  4.96459E-07  0.6358  3.65241E-06  0.2473  2.95149E-06  0.2599  3.97156E-06  0.2443  2.41837E-06  0.2179  5.28265E-06  0.1918  4.08444E-06  0.1711  1.04879E-05  0.1039  1.41178E-05  0.0900  2.06303E-05  0.0737  1.18720E-05  0.0978
1.7000E+04  2.01998E-05  0.1267  1.99822E-05  0.1300  5.76137E-06  0.2306  1.04618E-06  0.4243  3.76869E-07  0.7136  1.20641E-06  0.4331  4.70396E-07  0.6596  3.27403E-06  0.2583  2.81938E-06  0.2493  3.92787E-06  0.2413  2.17017E-06  0.2279  4.30555E-06  0.2106  4.65444E-06  0.1585  1.11845E-05  0.1008  1.37773E-05  0.0904  1.98898E-05  0.0745  1.06948E-05  0.1019
1.7100E+04  2.01749E-05  0.1248  2.26516E-05  0.1221  5.48629E-06  0.2474  8.36879E-07  0.4616  5.14574E-07  0.5871  1.56824E-06  0.3935  7.95033E-07  0.4856  2.80788E-06  0.2769  3.27785E-06  0.2487  3.51897E-06  0.2511  2.31041E-06  0.2249  4.11713E-06  0.2236  4.86625E-06  0.1547  1.08984E-05  0.1004  1.27769E-05  0.0940  2.03156E-05  0.0738  9.55697E-06  0.1085
1.7200E+04  2.00487E-05  0.1246  2.17256E-05  0.1236  6.64565E-06  0.2276  6.14654E-07  0.5413  5.88311E-07  0.5815  1.78409E-06  0.3572  1.12222E-06  0.4179  2.64658E-06  0.2943  2.59163E-06  0.2797  3.89189E-06  0.2382  2.52390E-06  0.2087  4.48738E-06  0.2096  5.87366E-06  0.1391  1.03493E-05  0.1038  1.19606E-05  0.0965  2.01933E-05  0.0741  9.85777E-06  0.1074
1.7300E+04  1.89691E-05  0.1280  2.13301E-05  0.1231  6.26817E-06  0.2238  6.79384E-07  0.4681  9.35781E-07  0.5227  1.60893E-06  0.3617  1.29728E-06  0.4277  2.43217E-06  0.3211  2.07165E-06  0.3101  3.27424E-06  0.2626  2.25162E-06  0.2251  4.87884E-06  0.2014  6.35985E-06  0.1337  1.07067E-05  0.1037  1.25104E-05  0.0948  1.95255E-05  0.0749  9.55637E-06  0.1071
1.7400E+04  1.80017E-05  0.1308  1.99473E-05  0.1256  5.14733E-06  0.2476  7.33959E-07  0.6127  1.28402E-06  0.4686  8.43379E-07  0.4964  1.00027E-06  0.5066  1.96295E-06  0.3574  2.16094E-06  0.3125  2.63666E-06  0.2611  2.32939E-06  0.2251  5.15519E-06  0.1951  6.02374E-06  0.1363  1.13481E-05  0.1000  1.23767E-05  0.0952  1.84083E-05  0.0764  9.94325E-06  0.1045
1.7500E+04  1.98485E-05  0.1249  1.78049E-05  0.1306  5.16502E-06  0.2554  3.22207E-07  0.8577  1.64165E-06  0.4376  9.49862E-07  0.4523  1.19165E-06  0.4617  1.90195E-06  0.3585  2.12475E-06  0.3042  2.89087E-06  0.2555  2.09443E-06  0.2364  4.99241E-06  0.2014  5.85328E-06  0.1402  1.19127E-05  0.0973  1.21436E-05  0.0956  1.74189E-05  0.0794  1.11158E-05  0.0996
1.7600E+04  2.22725E-05  0.1179  1.77031E-05  0.1329  5.26828E-06  0.2447  2.84765E-07  0.9552  1.64363E-06  0.4240  8.05468E-07  0.5000  9.30437E-07  0.5081  1.55420E-06  0.3939  2.22382E-06  0.2856  2.68455E-06  0.2653  2.26795E-06  0.2255  4.66234E-06  0.2058  5.93727E-06  0.1388  1.05395E-05  0.1032  1.24046E-05  0.0930  1.56619E-05  0.0817  9.89165E-06  0.1046
1.7700E+04  2.42066E-05  0.1143  1.77415E-05  0.1339  5.98600E-06  0.2156  3.62500E-08  1.0000  1.38906E-06  0.4504  6.79332E-07  0.5242  7.57356E-07  0.6028  1.49901E-06  0.4204  2.49967E-06  0.2772  2.48464E-06  0.2808  2.14989E-06  0.2280  4.69283E-06  0.2034  5.76574E-06  0.1397  9.54632E-06  0.1079  1.24648E-05  0.0934  1.50917E-05  0.0845  9.50866E-06  0.1055
1.7800E+04  2.36676E-05  0.1162  1.75080E-05  0.1312  7.04915E-06  0.2151  0.00000E+00  0.0000  1.38257E-06  0.4446  8.64710E-07  0.4483  7.57356E-07  0.6028  9.58983E-07  0.4103  2.96595E-06  0.2553  1.91502E-06  0.3200  1.81972E-06  0.2527  4.24443E-06  0.2080  5.43322E-06  0.1426  9.20077E-06  0.1084  1.18854E-05  0.0958  1.46476E-05  0.0850  8.89869E-06  0.1079
1.7900E+04  2.27286E-05  0.1185  1.88359E-05  0.1292  6.78724E-06  0.2095  2.35767E-07  1.0000  1.66401E-06  0.3959  1.81419E-06  0.3609  1.14131E-06  0.4654  1.22374E-06  0.3875  2.79042E-06  0.2597  2.43661E-06  0.2759  1.52914E-06  0.2676  3.16171E-06  0.2415  5.01762E-06  0.1451  9.44750E-06  0.1058  1.27184E-05  0.0920  1.42180E-05  0.0868  9.46892E-06  0.1053
1.8000E+04  2.08614E-05  0.1232  1.83402E-05  0.1304  5.94059E-06  0.2290  3.33394E-07  0.9040  2.10547E-06  0.3750  1.81598E-06  0.3698  1.25665E-06  0.4327  1.43052E-06  0.3528  1.92699E-06  0.3203  2.87056E-06  0.2588  1.11727E-06  0.3155  3.40230E-06  0.2344  4.38756E-06  0.1583  9.85740E-06  0.1023  1.19207E-05  0.0944  1.46493E-05  0.0853  9.85380E-06  0.1030
1.8100E+04  1.87788E-05  0.1279  1.94264E-05  0.1263  5.74675E-06  0.2320  5.38933E-07  0.7115  2.08444E-06  0.3700  1.60869E-06  0.3822  4.96080E-07  0.5163  1.84379E-06  0.3167  1.72096E-06  0.3487  3.15222E-06  0.2513  9.23590E-07  0.3438  3.29928E-06  0.2379  4.15881E-06  0.1615  9.92284E-06  0.1018  1.21440E-05  0.0943  1.55142E-05  0.0830  9.12398E-06  0.1085
