Time  Layer1_Flux  Layer1_Error  Layer2_Flux  Layer2_Error  Layer3_Flux  Layer3_Error  Layer4_Flux  Layer4_Error  Layer5_Flux  Layer5_Error  Layer6_Flux  Layer6_Error  Layer7_Flux  Layer7_Error  Layer8_Flux  Layer8_Error  Layer9_Flux  Layer9_Error  Layer10_Flux  Layer10_Error  Layer11_Flux  Layer11_Error  Layer12_Flux  Layer12_Error  Layer13_Flux  Layer13_Error  Layer14_Flux  Layer14_Error  Layer15_Flux  Layer15_Error  Layer16_Flux  Layer16_Error  Layer17_Flux  Layer17_Error
0.0000E+00  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000
1.0000E+02  4.78736E-03  0.0062  4.18380E-03  0.0065  1.96027E-03  0.0095  1.77824E-03  0.0104  3.28822E-03  0.0076  2.84678E-03  0.0081  1.25004E-03  0.0123  2.01271E-03  0.0098  1.91251E-03  0.0099  1.76835E-03  0.0104  5.58280E-04  0.0183  5.15566E-04  0.0190  1.05333E-03  0.0134  8.97800E-04  0.0145  7.22709E-04  0.0161  8.00625E-04  0.0154  5.49753E-04  0.0187
2.0000E+02  4.05771E-03  0.0092  3.53145E-03  0.0097  1.63783E-03  0.0144  1.62671E-03  0.0148  2.98040E-03  0.0108  2.54247E-03  0.0117  1.13056E-03  0.0176  1.89036E-03  0.0137  1.79470E-03  0.0140  1.64628E-03  0.0146  5.18747E-04  0.0259  4.66332E-04  0.0275  1.05864E-03  0.0182  8.84277E-04  0.0198  7.26595E-04  0.0221  7.85393E-04  0.0211  5.63373E-04  0.0251
3.0000E+02  3.61676E-03  0.0103  3.16616E-03  0.0109  1.48201E-03  0.0162  1.46791E-03  0.0165  2.71138E-03  0.0120  2.26814E-03  0.0131  1.03690E-03  0.0195  1.76268E-03  0.0149  1.67512E-03  0.0153  1.49146E-03  0.0162  4.95824E-04  0.0282  4.28247E-04  0.0305  1.00641E-03  0.0198  8.43287E-04  0.0217  6.85148E-04  0.0239  7.42776E-04  0.0230  5.24523E-04  0.0275
4.0000E+02  3.26455E-03  0.0111  2.84609E-03  0.0119  1.38246E-03  0.0172  1.34488E-03  0.0176  2.51067E-03  0.0128  2.08504E-03  0.0140  9.59800E-04  0.0208  1.63755E-03  0.0159  1.52717E-03  0.0165  1.36234E-03  0.0174  4.80730E-04  0.0294  3.93222E-04  0.0324  9.08694E-04  0.0213  7.63911E-04  0.0233  6.35530E-04  0.0255  7.06556E-04  0.0243  4.87811E-04  0.0291
5.0000E+02  2.98656E-03  0.0117  2.57172E-03  0.0127  1.28212E-03  0.0181  1.26720E-03  0.0183  2.30710E-03  0.0135  1.96099E-03  0.0146  8.75907E-04  0.0219  1.52254E-03  0.0166  1.40536E-03  0.0173  1.26320E-03  0.0182  4.46893E-04  0.0307  3.70402E-04  0.0337  8.60025E-04  0.0222  7.02853E-04  0.0246  6.04800E-04  0.0265  6.60613E-04  0.0253  4.58776E-04  0.0303
6.0000E+02  2.77365E-03  0.0123  2.40004E-03  0.0132  1.17942E-03  0.0189  1.17869E-03  0.0191  2.13364E-03  0.0141  1.85461E-03  0.0151  8.15498E-04  0.0229  1.44902E-03  0.0172  1.31679E-03  0.0180  1.18735E-03  0.0189  4.22171E-04  0.0318  3.40760E-04  0.0354  8.15072E-04  0.0229  6.55432E-04  0.0254  5.61260E-04  0.0276  6.16240E-04  0.0264  4.23607E-04  0.0318
7.0000E+02  2.62054E-03  0.0127  2.22674E-03  0.0137  1.08179E-03  0.0198  1.08219E-03  0.0199  2.00780E-03  0.0146  1.73013E-03  0.0157  7.82811E-04  0.0233  1.37540E-03  0.0177  1.24765E-03  0.0185  1.10945E-03  0.0197  4.01991E-04  0.0327  3.13336E-04  0.0370  7.55619E-04  0.0238  6.10330E-04  0.0265  5.33695E-04  0.0283  5.82961E-04  0.0271  4.03803E-04  0.0326
8.0000E+02  2.44817E-03  0.0132  2.08194E-03  0.0143  9.86461E-04  0.0208  1.02394E-03  0.0205  1.90928E-03  0.0150  1.64088E-03  0.0162  7.31874E-04  0.0243  1.29493E-03  0.0182  1.18303E-03  0.0190  1.03453E-03  0.0204  3.90371E-04  0.0333  3.03234E-04  0.0378  7.35397E-04  0.0241  5.73287E-04  0.0273  5.18882E-04  0.0288  5.77144E-04  0.0272  3.89352E-04  0.0332
9.0000E+02  2.28235E-03  0.0137  1.94870E-03  0.0147  9.15684E-04  0.0216  9.88365E-04  0.0209  1.83331E-03  0.0153  1.57281E-03  0.0165  6.85234E-04  0.0250  1.23502E-03  0.0187  1.12633E-03  0.0196  9.76690E-04  0.0209  3.74738E-04  0.0340  2.93983E-04  0.0383  7.03667E-04  0.0247  5.65525E-04  0.0276  5.02887E-04  0.0292  5.62726E-04  0.0277  3.88806E-04  0.0333
1.0000E+03  2.15811E-03  0.0141  1.84731E-03  0.0152  8.62520E-04  0.0222  9.50834E-04  0.0214  1.72686E-03  0.0157  1.47707E-03  0.0170  6.41956E-04  0.0259  1.17467E-03  0.0191  1.08651E-03  0.0199  9.33331E-04  0.0215  3.52470E-04  0.0350  2.85282E-04  0.0389  6.74879E-04  0.0252  5.43346E-04  0.0281  4.82757E-04  0.0297  5.43238E-04  0.0282  3.86032E-04  0.0334
1.1000E+03  2.03323E-03  0.0144  1.73821E-03  0.0156  8.12478E-04  0.0229  8.99200E-04  0.0218  1.64433E-03  0.0161  1.39651E-03  0.0174  5.91092E-04  0.0270  1.11782E-03  0.0196  1.05061E-03  0.0202  8.90216E-04  0.0219  3.38099E-04  0.0356  2.71574E-04  0.0399  6.49639E-04  0.0257  5.30805E-04  0.0284  4.74688E-04  0.0300  5.32797E-04  0.0284  3.78530E-04  0.0336
1.2000E+03  1.92330E-03  0.0148  1.63602E-03  0.0161  7.64180E-04  0.0235  8.56109E-04  0.0224  1.56137E-03  0.0165  1.32928E-03  0.0180  5.58203E-04  0.0278  1.07750E-03  0.0199  1.01387E-03  0.0206  8.56412E-04  0.0223  3.31551E-04  0.0359  2.60776E-04  0.0406  6.23800E-04  0.0262  5.21235E-04  0.0287  4.62922E-04  0.0302  5.12105E-04  0.0290  3.65139E-04  0.0344
1.3000E+03  1.83333E-03  0.0152  1.54007E-03  0.0166  7.13331E-04  0.0243  8.17633E-04  0.0228  1.47893E-03  0.0169  1.25121E-03  0.0185  5.32769E-04  0.0284  1.04454E-03  0.0202  9.69528E-04  0.0210  8.30029E-04  0.0227  3.15295E-04  0.0367  2.55067E-04  0.0412  5.93830E-04  0.0267  5.03431E-04  0.0292  4.42558E-04  0.0310  5.04748E-04  0.0291  3.45507E-04  0.0350
1.4000E+03  1.72017E-03  0.0157  1.45332E-03  0.0170  6.70838E-04  0.0252  7.88136E-04  0.0232  1.39473E-03  0.0174  1.18031E-03  0.0190  4.96467E-04  0.0293  1.00424E-03  0.0206  9.29079E-04  0.0214  7.97156E-04  0.0232  2.98591E-04  0.0377  2.33324E-04  0.0429  5.72344E-04  0.0272  4.93876E-04  0.0293  4.37741E-04  0.0311  4.87497E-04  0.0296  3.39689E-04  0.0353
1.5000E+03  1.66915E-03  0.0159  1.37606E-03  0.0175  6.25826E-04  0.0260  7.65118E-04  0.0236  1.35325E-03  0.0176  1.11738E-03  0.0194  4.62542E-04  0.0302  9.57441E-04  0.0210  8.91122E-04  0.0218  7.74598E-04  0.0234  2.89777E-04  0.0382  2.25412E-04  0.0435  5.41237E-04  0.0279  4.74469E-04  0.0298  4.06530E-04  0.0322  4.67908E-04  0.0301  3.29492E-04  0.0359
1.6000E+03  1.58682E-03  0.0162  1.31217E-03  0.0179  5.91104E-04  0.0267  7.29434E-04  0.0241  1.31149E-03  0.0178  1.07375E-03  0.0198  4.40874E-04  0.0309  9.20703E-04  0.0214  8.50918E-04  0.0223  7.28031E-04  0.0240  2.91725E-04  0.0381  2.14787E-04  0.0445  5.22326E-04  0.0282  4.54254E-04  0.0305  4.01710E-04  0.0322  4.52590E-04  0.0306  3.08022E-04  0.0370
1.7000E+03  1.50717E-03  0.0167  1.25186E-03  0.0183  5.59211E-04  0.0272  6.97681E-04  0.0245  1.24474E-03  0.0182  1.01648E-03  0.0203  4.31195E-04  0.0311  8.75124E-04  0.0219  8.11198E-04  0.0228  6.80880E-04  0.0248  2.83903E-04  0.0384  2.04701E-04  0.0452  5.11506E-04  0.0286  4.38311E-04  0.0310  3.86737E-04  0.0330  4.38618E-04  0.0310  3.05454E-04  0.0370
1.8000E+03  1.40619E-03  0.0172  1.17049E-03  0.0188  5.27884E-04  0.0281  6.62981E-04  0.0251  1.18232E-03  0.0187  9.54569E-04  0.0209  4.25784E-04  0.0314  8.27440E-04  0.0224  7.79880E-04  0.0232  6.43685E-04  0.0254  2.69227E-04  0.0394  1.94476E-04  0.0467  4.92694E-04  0.0291  4.42001E-04  0.0307  3.69518E-04  0.0335  4.15747E-04  0.0318  3.03111E-04  0.0371
1.9000E+03  1.30149E-03  0.0178  1.09483E-03  0.0195  4.99182E-04  0.0288  6.37857E-04  0.0255  1.11905E-03  0.0192  9.09097E-04  0.0213  4.03213E-04  0.0321  8.02581E-04  0.0228  7.50810E-04  0.0235  6.16723E-04  0.0260  2.50107E-04  0.0407  1.91856E-04  0.0469  4.65955E-04  0.0299  4.26823E-04  0.0311  3.65941E-04  0.0337  4.02828E-04  0.0321  3.00467E-04  0.0373
2.0000E+03  1.21542E-03  0.0184  1.02449E-03  0.0201  4.81459E-04  0.0292  6.24448E-04  0.0257  1.06515E-03  0.0196  8.72405E-04  0.0218  3.78421E-04  0.0330  7.91496E-04  0.0229  7.21766E-04  0.0240  5.85287E-04  0.0265  2.34395E-04  0.0420  1.82443E-04  0.0478  4.49744E-04  0.0302  4.14305E-04  0.0315  3.61106E-04  0.0338  3.90389E-04  0.0325  2.85605E-04  0.0382
2.1000E+03  1.16252E-03  0.0188  9.66202E-04  0.0206  4.64603E-04  0.0296  5.96881E-04  0.0263  1.02162E-03  0.0200  8.21503E-04  0.0223  3.56343E-04  0.0339  7.61677E-04  0.0232  6.90376E-04  0.0244  5.46011E-04  0.0273  2.36872E-04  0.0417  1.70266E-04  0.0493  4.27626E-04  0.0311  3.88043E-04  0.0325  3.44554E-04  0.0345  3.77017E-04  0.0330  2.69736E-04  0.0389
2.2000E+03  1.10510E-03  0.0192  9.10816E-04  0.0212  4.39862E-04  0.0305  5.76248E-04  0.0266  9.82230E-04  0.0204  7.67612E-04  0.0231  3.29310E-04  0.0352  7.36924E-04  0.0236  6.57157E-04  0.0249  5.13473E-04  0.0282  2.33302E-04  0.0420  1.56248E-04  0.0513  4.04456E-04  0.0318  3.71423E-04  0.0331  3.41524E-04  0.0345  3.66464E-04  0.0334  2.50922E-04  0.0400
2.3000E+03  1.05998E-03  0.0196  8.50426E-04  0.0219  4.16576E-04  0.0313  5.55443E-04  0.0270  9.37186E-04  0.0208  7.42224E-04  0.0234  3.23732E-04  0.0354  6.93505E-04  0.0242  6.20520E-04  0.0256  4.86362E-04  0.0289  2.20538E-04  0.0430  1.43227E-04  0.0536  3.97351E-04  0.0320  3.59898E-04  0.0336  3.30973E-04  0.0350  3.50592E-04  0.0341  2.42962E-04  0.0407
2.4000E+03  9.96411E-04  0.0202  8.02952E-04  0.0225  3.96172E-04  0.0319  5.26215E-04  0.0279  8.89987E-04  0.0213  7.19884E-04  0.0237  3.06100E-04  0.0363  6.57436E-04  0.0247  5.84829E-04  0.0263  4.68655E-04  0.0294  2.03242E-04  0.0445  1.38205E-04  0.0543  3.84636E-04  0.0324  3.47857E-04  0.0341  3.14307E-04  0.0357  3.28003E-04  0.0349  2.42692E-04  0.0409
2.5000E+03  9.36025E-04  0.0207  7.58539E-04  0.0231  3.73791E-04  0.0328  4.97117E-04  0.0284  8.54699E-04  0.0216  6.71296E-04  0.0245  2.83307E-04  0.0377  6.35747E-04  0.0252  5.56050E-04  0.0269  4.42725E-04  0.0301  1.87172E-04  0.0465  1.32798E-04  0.0556  3.60682E-04  0.0334  3.33620E-04  0.0346  2.95913E-04  0.0368  3.20721E-04  0.0355  2.39999E-04  0.0407
2.6000E+03  8.75708E-04  0.0213  7.06800E-04  0.0238  3.50959E-04  0.0337  4.70649E-04  0.0291  8.19580E-04  0.0220  6.32557E-04  0.0251  2.55555E-04  0.0396  6.02574E-04  0.0257  5.44621E-04  0.0271  4.22390E-04  0.0308  1.84493E-04  0.0468  1.23546E-04  0.0570  3.43232E-04  0.0339  3.23499E-04  0.0350  2.98890E-04  0.0365  3.19484E-04  0.0353  2.36602E-04  0.0412
2.7000E+03  8.30182E-04  0.0218  6.66108E-04  0.0244  3.30892E-04  0.0347  4.44475E-04  0.0300  7.69487E-04  0.0227  6.00470E-04  0.0257  2.39259E-04  0.0408  5.70888E-04  0.0264  5.12795E-04  0.0278  4.05639E-04  0.0312  1.77491E-04  0.0475  1.18985E-04  0.0577  3.33968E-04  0.0345  3.19674E-04  0.0352  2.88724E-04  0.0369  3.12993E-04  0.0357  2.34521E-04  0.0410
2.8000E+03  7.90724E-04  0.0223  6.22551E-04  0.0252  3.06764E-04  0.0358  4.24019E-04  0.0306  7.31107E-04  0.0231  5.60598E-04  0.0264  2.29831E-04  0.0415  5.32408E-04  0.0273  4.85192E-04  0.0285  3.82308E-04  0.0322  1.66757E-04  0.0488  1.15656E-04  0.0586  3.31253E-04  0.0344  3.06351E-04  0.0360  2.82395E-04  0.0375  2.98602E-04  0.0364  2.17820E-04  0.0425
2.9000E+03  7.38347E-04  0.0231  5.93333E-04  0.0257  2.85141E-04  0.0372  4.10050E-04  0.0311  6.88801E-04  0.0238  5.36456E-04  0.0270  2.21286E-04  0.0421  5.17837E-04  0.0276  4.63140E-04  0.0291  3.65922E-04  0.0327  1.59972E-04  0.0499  1.10458E-04  0.0594  3.16298E-04  0.0352  2.99528E-04  0.0363  2.69355E-04  0.0381  2.86923E-04  0.0369  2.15495E-04  0.0425
3.0000E+03  6.82128E-04  0.0240  5.65824E-04  0.0263  2.60394E-04  0.0387  3.89385E-04  0.0318  6.55136E-04  0.0243  5.10530E-04  0.0276  2.06589E-04  0.0436  4.91353E-04  0.0282  4.45249E-04  0.0297  3.46029E-04  0.0336  1.51757E-04  0.0511  1.09751E-04  0.0595  3.06779E-04  0.0356  2.77360E-04  0.0376  2.56639E-04  0.0390  2.71890E-04  0.0379  2.12092E-04  0.0427
3.1000E+03  6.44439E-04  0.0245  5.40314E-04  0.0268  2.46372E-04  0.0398  3.57549E-04  0.0331  6.24883E-04  0.0249  4.78686E-04  0.0285  1.95347E-04  0.0444  4.63253E-04  0.0290  4.24808E-04  0.0302  3.37623E-04  0.0339  1.41423E-04  0.0525  1.07570E-04  0.0598  3.02514E-04  0.0360  2.71237E-04  0.0380  2.53133E-04  0.0390  2.65282E-04  0.0383  2.01637E-04  0.0439
3.2000E+03  6.15898E-04  0.0250  5.28953E-04  0.0272  2.42357E-04  0.0400  3.27226E-04  0.0342  6.01987E-04  0.0253  4.61168E-04  0.0290  1.79813E-04  0.0460  4.41391E-04  0.0296  4.11751E-04  0.0306  3.14151E-04  0.0351  1.42540E-04  0.0521  9.82350E-05  0.0626  2.88644E-04  0.0365  2.63804E-04  0.0382  2.39311E-04  0.0400  2.59216E-04  0.0386  1.89031E-04  0.0449
3.3000E+03  6.01143E-04  0.0254  5.23292E-04  0.0272  2.30257E-04  0.0409  3.09603E-04  0.0352  5.61693E-04  0.0261  4.43621E-04  0.0294  1.75110E-04  0.0468  4.09016E-04  0.0306  4.00253E-04  0.0309  3.00223E-04  0.0358  1.29179E-04  0.0545  9.10528E-05  0.0650  2.79750E-04  0.0371  2.64006E-04  0.0381  2.34273E-04  0.0405  2.44431E-04  0.0397  1.82160E-04  0.0460
3.4000E+03  5.65947E-04  0.0261  5.06646E-04  0.0276  2.13119E-04  0.0424  2.95864E-04  0.0359  5.37451E-04  0.0266  4.23717E-04  0.0299  1.69880E-04  0.0471  3.83513E-04  0.0316  3.99850E-04  0.0309  2.83968E-04  0.0367  1.22431E-04  0.0553  8.56788E-05  0.0669  2.68296E-04  0.0377  2.57831E-04  0.0384  2.23242E-04  0.0413  2.39606E-04  0.0399  1.74768E-04  0.0468
3.5000E+03  5.47202E-04  0.0265  4.78707E-04  0.0283  2.00989E-04  0.0436  2.81719E-04  0.0367  5.15040E-04  0.0273  3.98651E-04  0.0308  1.62559E-04  0.0481  3.75620E-04  0.0318  3.70303E-04  0.0321  2.71864E-04  0.0375  1.18565E-04  0.0565  8.19185E-05  0.0680  2.48173E-04  0.0390  2.40412E-04  0.0397  2.19318E-04  0.0414  2.31176E-04  0.0403  1.61541E-04  0.0488
3.6000E+03  5.21213E-04  0.0270  4.55658E-04  0.0290  1.96643E-04  0.0438  2.73267E-04  0.0371  4.93931E-04  0.0277  3.76508E-04  0.0317  1.58670E-04  0.0486  3.72269E-04  0.0318  3.38874E-04  0.0334  2.66740E-04  0.0378  1.14309E-04  0.0571  7.97575E-05  0.0691  2.41489E-04  0.0398  2.29488E-04  0.0407  2.10465E-04  0.0423  2.25422E-04  0.0409  1.58255E-04  0.0490
3.7000E+03  5.03251E-04  0.0274  4.28948E-04  0.0298  1.83323E-04  0.0454  2.62440E-04  0.0379  4.71903E-04  0.0282  3.59410E-04  0.0324  1.46287E-04  0.0507  3.55903E-04  0.0325  3.09824E-04  0.0347  2.44266E-04  0.0394  1.07243E-04  0.0587  7.55546E-05  0.0706  2.32823E-04  0.0402  2.27624E-04  0.0407  2.04107E-04  0.0429  2.21823E-04  0.0410  1.56524E-04  0.0488
3.8000E+03  4.82834E-04  0.0280  4.16986E-04  0.0301  1.69907E-04  0.0469  2.51700E-04  0.0386  4.50635E-04  0.0288  3.33616E-04  0.0334  1.42897E-04  0.0512  3.33218E-04  0.0336  3.06157E-04  0.0351  2.25720E-04  0.0408  9.37093E-05  0.0630  7.37315E-05  0.0712  2.22696E-04  0.0411  2.20759E-04  0.0410  2.00234E-04  0.0431  2.05887E-04  0.0426  1.48619E-04  0.0498
3.9000E+03  4.73779E-04  0.0282  3.93176E-04  0.0310  1.62967E-04  0.0478  2.41996E-04  0.0391  4.27017E-04  0.0294  3.17170E-04  0.0344  1.34764E-04  0.0523  3.24450E-04  0.0339  3.00377E-04  0.0352  2.10595E-04  0.0420  8.91289E-05  0.0638  7.07113E-05  0.0731  2.10974E-04  0.0419  2.08264E-04  0.0422  1.98135E-04  0.0434  2.08411E-04  0.0420  1.41619E-04  0.0511
4.0000E+03  4.39531E-04  0.0291  3.75880E-04  0.0316  1.49621E-04  0.0495  2.33035E-04  0.0399  3.98942E-04  0.0304  2.97636E-04  0.0354  1.23765E-04  0.0543  3.07470E-04  0.0347  3.02231E-04  0.0350  2.09354E-04  0.0420  8.48638E-05  0.0654  7.09143E-05  0.0727  1.98937E-04  0.0430  1.99097E-04  0.0429  1.98494E-04  0.0430  2.13608E-04  0.0416  1.49849E-04  0.0496
4.1000E+03  4.10106E-04  0.0300  3.62124E-04  0.0323  1.47628E-04  0.0504  2.22495E-04  0.0405  3.77734E-04  0.0311  2.69835E-04  0.0370  1.14709E-04  0.0561  2.85083E-04  0.0357  2.84390E-04  0.0360  1.98902E-04  0.0433  8.37005E-05  0.0660  6.96605E-05  0.0728  1.89272E-04  0.0438  1.98520E-04  0.0429  1.96739E-04  0.0431  2.07451E-04  0.0419  1.46297E-04  0.0501
4.2000E+03  3.83465E-04  0.0309  3.41071E-04  0.0329  1.45319E-04  0.0502  2.18115E-04  0.0409  3.62098E-04  0.0318  2.51313E-04  0.0383  1.04376E-04  0.0595  2.72969E-04  0.0364  2.77753E-04  0.0363  1.85489E-04  0.0446  8.12853E-05  0.0666  6.57681E-05  0.0745  1.79832E-04  0.0448  1.90705E-04  0.0436  1.88771E-04  0.0438  2.04051E-04  0.0423  1.44074E-04  0.0505
4.3000E+03  3.77784E-04  0.0313  3.26100E-04  0.0337  1.47139E-04  0.0502  2.02224E-04  0.0425  3.42743E-04  0.0325  2.42833E-04  0.0389  9.92151E-05  0.0605  2.66289E-04  0.0367  2.64147E-04  0.0371  1.75838E-04  0.0455  7.57180E-05  0.0694  6.71920E-05  0.0741  1.77897E-04  0.0450  1.80544E-04  0.0447  1.82211E-04  0.0445  1.95831E-04  0.0429  1.44863E-04  0.0500
4.4000E+03  3.57497E-04  0.0322  3.14579E-04  0.0342  1.42328E-04  0.0506  1.86766E-04  0.0441  3.27246E-04  0.0331  2.32067E-04  0.0393  9.87983E-05  0.0601  2.51660E-04  0.0379  2.49871E-04  0.0382  1.69001E-04  0.0460  6.91453E-05  0.0708  6.69004E-05  0.0738  1.72837E-04  0.0457  1.81952E-04  0.0445  1.74352E-04  0.0457  1.92271E-04  0.0432  1.36595E-04  0.0512
4.5000E+03  3.37217E-04  0.0331  2.96025E-04  0.0351  1.37485E-04  0.0515  1.73893E-04  0.0455  3.06122E-04  0.0343  2.10747E-04  0.0411  9.37013E-05  0.0616  2.35119E-04  0.0390  2.37571E-04  0.0388  1.63259E-04  0.0472  7.05683E-05  0.0709  6.94106E-05  0.0725  1.68192E-04  0.0463  1.82010E-04  0.0444  1.71590E-04  0.0456  1.80702E-04  0.0443  1.30015E-04  0.0526
4.6000E+03  3.20263E-04  0.0339  2.80097E-04  0.0361  1.25299E-04  0.0538  1.67069E-04  0.0465  2.81758E-04  0.0355  1.97784E-04  0.0423  8.65646E-05  0.0641  2.22635E-04  0.0401  2.30182E-04  0.0393  1.58064E-04  0.0477  6.83518E-05  0.0718  6.35399E-05  0.0754  1.56833E-04  0.0478  1.76418E-04  0.0448  1.69214E-04  0.0459  1.69988E-04  0.0456  1.28056E-04  0.0529
4.7000E+03  3.14168E-04  0.0341  2.66983E-04  0.0370  1.17444E-04  0.0554  1.58951E-04  0.0475  2.69044E-04  0.0362  2.01778E-04  0.0421  8.05330E-05  0.0665  2.09379E-04  0.0411  2.20271E-04  0.0401  1.51745E-04  0.0483  6.83796E-05  0.0711  5.88060E-05  0.0781  1.51739E-04  0.0483  1.65050E-04  0.0465  1.67105E-04  0.0461  1.57736E-04  0.0472  1.24649E-04  0.0534
4.8000E+03  3.02072E-04  0.0346  2.51980E-04  0.0378  1.11959E-04  0.0565  1.50118E-04  0.0484  2.52985E-04  0.0374  1.96513E-04  0.0426  7.54308E-05  0.0681  2.00331E-04  0.0420  2.02026E-04  0.0418  1.41065E-04  0.0496  7.07731E-05  0.0703  5.86057E-05  0.0783  1.46496E-04  0.0492  1.59240E-04  0.0469  1.61312E-04  0.0467  1.54129E-04  0.0476  1.19492E-04  0.0539
4.9000E+03  2.84178E-04  0.0357  2.37562E-04  0.0388  1.06354E-04  0.0580  1.38912E-04  0.0504  2.38547E-04  0.0382  1.85462E-04  0.0436  7.50734E-05  0.0681  2.04010E-04  0.0415  1.89659E-04  0.0430  1.27099E-04  0.0521  6.82840E-05  0.0712  5.20194E-05  0.0820  1.44841E-04  0.0488  1.54102E-04  0.0478  1.60281E-04  0.0466  1.53825E-04  0.0478  1.09765E-04  0.0564
5.0000E+03  2.80026E-04  0.0360  2.26322E-04  0.0400  1.03684E-04  0.0589  1.34638E-04  0.0509  2.25024E-04  0.0393  1.71720E-04  0.0453  7.22156E-05  0.0696  1.87346E-04  0.0431  1.78559E-04  0.0441  1.22778E-04  0.0532  6.48044E-05  0.0737  5.02477E-05  0.0831  1.39700E-04  0.0499  1.51552E-04  0.0480  1.52641E-04  0.0478  1.54400E-04  0.0473  1.05523E-04  0.0572
5.1000E+03  2.66528E-04  0.0367  2.16159E-04  0.0407  1.05992E-04  0.0583  1.25209E-04  0.0524  2.09290E-04  0.0407  1.66477E-04  0.0458  6.73661E-05  0.0715  1.78321E-04  0.0440  1.70667E-04  0.0448  1.20381E-04  0.0531  5.86029E-05  0.0772  4.65333E-05  0.0869  1.32573E-04  0.0510  1.40316E-04  0.0496  1.49917E-04  0.0476  1.56690E-04  0.0473  1.00074E-04  0.0586
5.2000E+03  2.52607E-04  0.0378  2.08570E-04  0.0418  9.76834E-05  0.0604  1.21692E-04  0.0531  2.00211E-04  0.0413  1.60546E-04  0.0463  6.61439E-05  0.0722  1.73648E-04  0.0447  1.68355E-04  0.0451  1.12544E-04  0.0553  5.46884E-05  0.0802  4.22169E-05  0.0897  1.30454E-04  0.0515  1.39089E-04  0.0499  1.50748E-04  0.0478  1.54109E-04  0.0474  1.05523E-04  0.0567
5.3000E+03  2.44865E-04  0.0382  2.05159E-04  0.0417  9.14900E-05  0.0626  1.13212E-04  0.0550  1.85137E-04  0.0429  1.51441E-04  0.0476  6.40945E-05  0.0730  1.69408E-04  0.0449  1.61327E-04  0.0459  1.06980E-04  0.0562  5.14353E-05  0.0812  3.90844E-05  0.0933  1.24474E-04  0.0527  1.35040E-04  0.0505  1.47526E-04  0.0484  1.51758E-04  0.0474  1.03583E-04  0.0573
5.4000E+03  2.33140E-04  0.0391  1.97935E-04  0.0424  8.73332E-05  0.0639  1.07087E-04  0.0567  1.66966E-04  0.0451  1.44280E-04  0.0490  5.89111E-05  0.0761  1.65165E-04  0.0457  1.53640E-04  0.0469  1.02451E-04  0.0576  5.21606E-05  0.0809  3.73862E-05  0.0950  1.20642E-04  0.0531  1.30187E-04  0.0509  1.44252E-04  0.0486  1.42527E-04  0.0487  1.03681E-04  0.0568
5.5000E+03  2.13769E-04  0.0408  1.93459E-04  0.0428  8.08130E-05  0.0660  1.04320E-04  0.0570  1.59856E-04  0.0460  1.37227E-04  0.0499  5.36012E-05  0.0790  1.56203E-04  0.0469  1.49456E-04  0.0478  1.00641E-04  0.0578  5.18714E-05  0.0818  3.48136E-05  0.0974  1.20808E-04  0.0530  1.26406E-04  0.0519  1.44687E-04  0.0485  1.39401E-04  0.0494  9.76239E-05  0.0590
5.6000E+03  2.05314E-04  0.0418  1.93575E-04  0.0429  7.62272E-05  0.0681  9.65928E-05  0.0592  1.55272E-04  0.0464  1.31755E-04  0.0508  5.32962E-05  0.0796  1.42902E-04  0.0485  1.40534E-04  0.0488  9.73355E-05  0.0581  4.96912E-05  0.0825  3.66214E-05  0.0957  1.13372E-04  0.0544  1.24242E-04  0.0519  1.31193E-04  0.0503  1.36764E-04  0.0500  9.59892E-05  0.0590
5.7000E+03  2.04721E-04  0.0419  1.88491E-04  0.0435  7.36839E-05  0.0697  9.15487E-05  0.0603  1.50189E-04  0.0473  1.29598E-04  0.0511  5.22270E-05  0.0808  1.36818E-04  0.0494  1.33487E-04  0.0499  9.34573E-05  0.0598  4.90743E-05  0.0824  3.68557E-05  0.0939  1.13165E-04  0.0544  1.14465E-04  0.0541  1.28415E-04  0.0512  1.28941E-04  0.0510  9.76474E-05  0.0584
5.8000E+03  1.90615E-04  0.0434  1.84925E-04  0.0438  7.29666E-05  0.0700  9.05392E-05  0.0607  1.44864E-04  0.0475  1.24451E-04  0.0516  4.76364E-05  0.0835  1.27808E-04  0.0509  1.26299E-04  0.0512  8.98505E-05  0.0608  5.40097E-05  0.0790  3.51687E-05  0.0974  1.14374E-04  0.0539  1.10929E-04  0.0549  1.26135E-04  0.0512  1.27494E-04  0.0509  9.50442E-05  0.0589
