Time  Layer1_Flux  Layer1_Error  Layer2_Flux  Layer2_Error  Layer3_Flux  Layer3_Error  Layer4_Flux  Layer4_Error  Layer5_Flux  Layer5_Error  Layer6_Flux  Layer6_Error  Layer7_Flux  Layer7_Error  Layer8_Flux  Layer8_Error  Layer9_Flux  Layer9_Error  Layer10_Flux  Layer10_Error  Layer11_Flux  Layer11_Error  Layer12_Flux  Layer12_Error  Layer13_Flux  Layer13_Error  Layer14_Flux  Layer14_Error  Layer15_Flux  Layer15_Error  Layer16_Flux  Layer16_Error  Layer17_Flux  Layer17_Error
1.2600E+04  3.73723E-05  0.0925  3.75669E-05  0.0913  9.95522E-06  0.1864  3.30678E-06  0.2754  8.51724E-06  0.1763  5.92387E-06  0.2030  2.05244E-06  0.3184  7.17453E-06  0.1805  7.79560E-06  0.1744  6.09834E-06  0.1985  3.13437E-06  0.2684  4.89808E-06  0.2215  1.23157E-05  0.1381  1.93376E-05  0.1089  3.19745E-05  0.0841  3.26709E-05  0.0822  2.44243E-05  0.0969
1.2700E+04  3.67027E-05  0.0937  3.63049E-05  0.0942  1.14967E-05  0.1678  2.95151E-06  0.2837  9.74849E-06  0.1636  5.69026E-06  0.2038  2.46639E-06  0.3300  7.63515E-06  0.1741  7.92540E-06  0.1673  6.13287E-06  0.1955  2.79151E-06  0.2887  5.88876E-06  0.2008  1.23414E-05  0.1376  1.88149E-05  0.1077  2.82387E-05  0.0894  3.18124E-05  0.0838  2.29467E-05  0.0994
1.2800E+04  3.21184E-05  0.1001  3.91868E-05  0.0916  1.07051E-05  0.1763  2.39926E-06  0.3163  9.02143E-06  0.1701  5.16852E-06  0.2154  2.32974E-06  0.3433  7.55069E-06  0.1758  7.80651E-06  0.1669  4.71125E-06  0.2171  2.88012E-06  0.2793  5.77213E-06  0.2001  1.14357E-05  0.1381  1.87794E-05  0.1075  2.89329E-05  0.0878  3.21597E-05  0.0830  2.14284E-05  0.1011
1.2900E+04  3.06044E-05  0.1005  3.95532E-05  0.0902  1.09650E-05  0.1731  1.88373E-06  0.3798  6.41398E-06  0.1939  5.80265E-06  0.2114  1.44415E-06  0.4083  7.76373E-06  0.1748  7.06078E-06  0.1749  4.00478E-06  0.2321  3.30847E-06  0.2673  5.71353E-06  0.2021  9.72841E-06  0.1501  1.97560E-05  0.1054  2.88031E-05  0.0877  3.18470E-05  0.0828  2.09787E-05  0.1023
1.3000E+04  3.11250E-05  0.1013  3.86497E-05  0.0917  1.05512E-05  0.1710  1.86665E-06  0.3284  5.94391E-06  0.2036  6.18137E-06  0.2081  1.19782E-06  0.4214  7.54607E-06  0.1772  6.58378E-06  0.1833  4.11788E-06  0.2247  3.35150E-06  0.2668  5.72742E-06  0.2035  8.55707E-06  0.1585  2.01077E-05  0.1055  2.72855E-05  0.0895  3.03584E-05  0.0846  2.04904E-05  0.1042
1.3100E+04  3.05729E-05  0.1015  3.40140E-05  0.0984  9.34539E-06  0.1919  2.04988E-06  0.3281  6.80553E-06  0.1946  5.52545E-06  0.2150  1.09885E-06  0.4699  6.80525E-06  0.1814  6.87329E-06  0.1777  3.95501E-06  0.2300  3.54778E-06  0.2623  5.19843E-06  0.2166  9.00903E-06  0.1561  1.85596E-05  0.1082  2.50628E-05  0.0925  2.95453E-05  0.0852  1.89937E-05  0.1065
1.3200E+04  3.13871E-05  0.1007  3.01198E-05  0.1039  8.86754E-06  0.1900  1.60687E-06  0.3623  6.55483E-06  0.2047  5.08837E-06  0.2260  1.50184E-06  0.3896  6.47891E-06  0.1867  6.93975E-06  0.1738  4.30964E-06  0.2212  3.57541E-06  0.2552  4.71036E-06  0.2227  9.72113E-06  0.1510  1.80165E-05  0.1092  2.41358E-05  0.0951  3.03175E-05  0.0843  1.95300E-05  0.1054
1.3300E+04  3.19293E-05  0.0999  2.94691E-05  0.1075  8.87238E-06  0.1905  1.53547E-06  0.3472  5.12489E-06  0.2238  3.84751E-06  0.2591  1.37055E-06  0.4222  5.80226E-06  0.1960  6.58202E-06  0.1804  4.46307E-06  0.2147  3.40514E-06  0.2676  5.09897E-06  0.2159  1.07077E-05  0.1419  1.78430E-05  0.1080  2.48710E-05  0.0931  3.16397E-05  0.0824  1.86715E-05  0.1073
1.3400E+04  3.14526E-05  0.1005  3.17055E-05  0.1017  8.74669E-06  0.1955  2.11316E-06  0.3350  4.67625E-06  0.2388  2.91417E-06  0.2912  8.86143E-07  0.5293  4.56152E-06  0.2114  6.69254E-06  0.1829  4.06361E-06  0.2270  2.60062E-06  0.2874  4.74273E-06  0.2191  1.11506E-05  0.1418  1.78680E-05  0.1088  2.47157E-05  0.0939  2.98836E-05  0.0857  1.84312E-05  0.1077
1.3500E+04  2.93286E-05  0.1029  3.18244E-05  0.1007  9.67118E-06  0.1795  1.96211E-06  0.3381  4.84247E-06  0.2253  2.90494E-06  0.2915  1.47310E-06  0.4231  3.97682E-06  0.2329  6.63457E-06  0.1852  4.09230E-06  0.2372  2.09398E-06  0.3306  4.55256E-06  0.2161  9.83960E-06  0.1496  1.97891E-05  0.1032  2.36864E-05  0.0954  3.12904E-05  0.0824  1.88061E-05  0.1050
1.3600E+04  2.86793E-05  0.1046  2.89360E-05  0.1044  9.06469E-06  0.1835  2.20916E-06  0.2963  4.60901E-06  0.2290  2.70782E-06  0.3038  1.05696E-06  0.4888  3.51441E-06  0.2431  6.40784E-06  0.1822  4.11155E-06  0.2352  2.15223E-06  0.3235  3.23359E-06  0.2571  1.05161E-05  0.1458  2.00184E-05  0.1022  2.50241E-05  0.0929  3.42755E-05  0.0796  1.82053E-05  0.1085
1.3700E+04  3.22840E-05  0.0991  3.09252E-05  0.1020  8.29485E-06  0.1893  2.18438E-06  0.3223  4.36556E-06  0.2342  2.03317E-06  0.3422  6.40927E-07  0.5073  3.39247E-06  0.2402  6.51314E-06  0.1855  4.00243E-06  0.2449  2.12811E-06  0.3172  2.32488E-06  0.2888  9.89722E-06  0.1506  2.04940E-05  0.1016  2.62960E-05  0.0895  3.31799E-05  0.0796  1.68906E-05  0.1102
1.3800E+04  3.14534E-05  0.1009  2.92500E-05  0.1012  9.22772E-06  0.1805  2.40578E-06  0.3059  4.64839E-06  0.2227  1.36129E-06  0.3741  6.85357E-07  0.5563  4.36846E-06  0.2271  5.89324E-06  0.1952  3.92465E-06  0.2379  2.27883E-06  0.3202  2.39322E-06  0.2792  9.05946E-06  0.1575  2.08622E-05  0.1008  2.46402E-05  0.0929  3.18611E-05  0.0816  1.62737E-05  0.1108
1.3900E+04  2.85814E-05  0.1077  2.94083E-05  0.1045  8.69080E-06  0.1841  2.81450E-06  0.2865  5.06373E-06  0.2158  2.04318E-06  0.3363  4.84823E-07  0.6159  4.26908E-06  0.2275  5.56875E-06  0.1976  3.83873E-06  0.2391  1.62853E-06  0.3627  2.19780E-06  0.2766  9.30118E-06  0.1544  1.95333E-05  0.1041  2.44471E-05  0.0925  3.16419E-05  0.0822  1.56661E-05  0.1134
1.4000E+04  2.96906E-05  0.1040  2.77755E-05  0.1077  9.69487E-06  0.1802  2.43086E-06  0.3024  5.24899E-06  0.2160  2.15984E-06  0.3300  4.00871E-07  0.7149  4.10163E-06  0.2304  5.11065E-06  0.2074  3.19340E-06  0.2533  1.90007E-06  0.3573  2.53475E-06  0.2682  8.20204E-06  0.1640  1.67520E-05  0.1112  2.42936E-05  0.0924  2.94004E-05  0.0847  1.52251E-05  0.1162
1.4100E+04  2.87841E-05  0.1051  3.00939E-05  0.1036  1.00002E-05  0.1800  2.46050E-06  0.3159  5.24986E-06  0.2181  2.25824E-06  0.3303  4.00871E-07  0.7149  3.96619E-06  0.2350  5.80574E-06  0.1947  2.59512E-06  0.2654  2.66635E-06  0.2827  3.60441E-06  0.2459  8.69599E-06  0.1601  1.48808E-05  0.1166  2.50520E-05  0.0911  3.00345E-05  0.0831  1.48642E-05  0.1158
1.4200E+04  2.82542E-05  0.1073  3.07071E-05  0.1030  9.14021E-06  0.1890  2.26888E-06  0.3308  4.16995E-06  0.2224  2.70636E-06  0.2972  4.98308E-07  0.6074  4.60560E-06  0.2202  5.57525E-06  0.2029  2.62556E-06  0.2671  3.36956E-06  0.2586  3.47107E-06  0.2375  7.88948E-06  0.1673  1.38597E-05  0.1195  2.29332E-05  0.0936  3.00956E-05  0.0815  1.35410E-05  0.1206
1.4300E+04  2.73796E-05  0.1088  2.97972E-05  0.1039  8.78069E-06  0.1925  1.62627E-06  0.3905  3.98518E-06  0.2373  2.29514E-06  0.3387  5.24285E-07  0.5884  4.45528E-06  0.2171  5.03399E-06  0.2111  3.23303E-06  0.2453  4.14574E-06  0.2365  2.62921E-06  0.2597  8.18424E-06  0.1610  1.23119E-05  0.1257  2.11966E-05  0.0982  2.94611E-05  0.0826  1.31563E-05  0.1230
1.4400E+04  2.60432E-05  0.1101  2.70435E-05  0.1098  7.95881E-06  0.2023  1.85602E-06  0.3545  4.33426E-06  0.2275  2.25577E-06  0.3304  4.74971E-07  0.6199  4.31419E-06  0.2262  5.56360E-06  0.1980  3.51348E-06  0.2389  3.85293E-06  0.2438  2.92194E-06  0.2557  7.84298E-06  0.1632  1.23654E-05  0.1285  1.97311E-05  0.1016  2.83987E-05  0.0847  1.26440E-05  0.1256
1.4500E+04  2.58833E-05  0.1085  2.71962E-05  0.1098  7.34110E-06  0.2037  2.03517E-06  0.3454  4.37783E-06  0.2336  1.58718E-06  0.3820  5.76711E-07  0.6240  3.55121E-06  0.2524  4.97303E-06  0.2099  3.11645E-06  0.2586  3.52006E-06  0.2469  3.96161E-06  0.2256  7.80524E-06  0.1648  1.38436E-05  0.1196  2.00667E-05  0.1003  2.74670E-05  0.0862  1.35649E-05  0.1200
1.4600E+04  2.72626E-05  0.1045  2.40385E-05  0.1152  5.90116E-06  0.2287  1.73981E-06  0.3804  4.00919E-06  0.2385  2.18757E-06  0.3511  4.93597E-07  0.7093  2.82867E-06  0.2780  4.89978E-06  0.2088  3.42822E-06  0.2344  2.86451E-06  0.2745  4.52209E-06  0.2183  7.93293E-06  0.1655  1.61541E-05  0.1128  2.09044E-05  0.0988  2.62476E-05  0.0877  1.34482E-05  0.1191
1.4700E+04  2.82241E-05  0.1021  2.09932E-05  0.1185  5.19764E-06  0.2438  2.02593E-06  0.3384  3.61897E-06  0.2486  2.82059E-06  0.3036  4.93597E-07  0.7093  2.34094E-06  0.2928  4.49767E-06  0.2180  3.44982E-06  0.2267  2.56507E-06  0.2892  4.31895E-06  0.2223  7.61487E-06  0.1653  1.63877E-05  0.1130  2.07783E-05  0.0963  2.37851E-05  0.0913  1.33292E-05  0.1205
1.4800E+04  2.86429E-05  0.1038  1.93441E-05  0.1292  5.11082E-06  0.2394  2.78559E-06  0.3027  3.64738E-06  0.2420  2.98661E-06  0.2966  4.59040E-07  0.7162  2.05042E-06  0.3076  4.76686E-06  0.2090  4.08185E-06  0.2164  2.58622E-06  0.2852  3.38019E-06  0.2375  7.57047E-06  0.1603  1.58529E-05  0.1116  2.04198E-05  0.0981  2.31996E-05  0.0933  1.26263E-05  0.1250
1.4900E+04  3.01905E-05  0.1012  1.97324E-05  0.1262  5.57626E-06  0.2369  2.54995E-06  0.3134  3.26411E-06  0.2632  2.52498E-06  0.3128  2.82716E-07  0.9440  1.82649E-06  0.3264  4.24510E-06  0.2250  4.35223E-06  0.2131  2.56884E-06  0.2815  3.08875E-06  0.2505  6.43817E-06  0.1697  1.62151E-05  0.1113  2.03398E-05  0.0980  2.35312E-05  0.0921  1.35749E-05  0.1193
1.5000E+04  3.02834E-05  0.1010  2.04086E-05  0.1237  5.86540E-06  0.2324  2.47040E-06  0.3245  3.93132E-06  0.2427  3.03063E-06  0.2717  4.79252E-07  0.7115  2.24179E-06  0.2881  3.24497E-06  0.2456  3.82908E-06  0.2258  2.91157E-06  0.2797  2.52248E-06  0.2773  7.21910E-06  0.1652  1.67106E-05  0.1104  2.10163E-05  0.0970  2.45164E-05  0.0906  1.38881E-05  0.1177
1.5100E+04  2.96986E-05  0.1023  2.24455E-05  0.1186  5.91487E-06  0.2263  1.97903E-06  0.3626  2.96573E-06  0.2737  2.51773E-06  0.3214  4.71244E-07  0.7131  1.87043E-06  0.3300  2.63269E-06  0.2587  2.80535E-06  0.2693  2.33670E-06  0.2920  2.28032E-06  0.2888  7.48201E-06  0.1607  1.67345E-05  0.1111  1.95352E-05  0.1001  2.40252E-05  0.0900  1.38000E-05  0.1180
1.5200E+04  2.84724E-05  0.1051  2.36097E-05  0.1148  6.35858E-06  0.2243  2.17170E-06  0.3378  2.69801E-06  0.2802  2.50336E-06  0.3139  3.58841E-07  0.7858  1.44201E-06  0.3671  2.72863E-06  0.2729  2.63545E-06  0.2799  1.45734E-06  0.3387  2.57547E-06  0.2747  7.42276E-06  0.1613  1.56414E-05  0.1124  1.86166E-05  0.1023  2.34846E-05  0.0914  1.27157E-05  0.1230
1.5300E+04  2.74245E-05  0.1078  2.67381E-05  0.1097  6.12012E-06  0.2136  2.12919E-06  0.3173  2.35285E-06  0.3031  1.96765E-06  0.3440  4.16169E-07  0.7343  1.62234E-06  0.3246  2.45443E-06  0.2775  2.45320E-06  0.2887  1.80423E-06  0.3340  2.72685E-06  0.2663  6.44881E-06  0.1728  1.47329E-05  0.1153  1.78790E-05  0.1040  2.32792E-05  0.0936  1.18659E-05  0.1263
1.5400E+04  2.81032E-05  0.1061  2.63025E-05  0.1131  5.93113E-06  0.2251  1.82749E-06  0.3605  2.68836E-06  0.2805  2.15803E-06  0.3519  2.66374E-07  1.0000  2.21996E-06  0.2868  2.15674E-06  0.2956  2.55824E-06  0.2750  1.70081E-06  0.3291  3.19970E-06  0.2487  6.87596E-06  0.1668  1.47736E-05  0.1128  1.80722E-05  0.1021  2.30835E-05  0.0916  1.00108E-05  0.1392
1.5500E+04  2.61775E-05  0.1083  2.58571E-05  0.1111  4.60396E-06  0.2658  1.58963E-06  0.3920  2.37028E-06  0.2658  2.46496E-06  0.3314  2.66374E-07  1.0000  2.36220E-06  0.2837  2.46433E-06  0.2906  2.34754E-06  0.2959  2.08058E-06  0.2817  3.96931E-06  0.2197  7.66288E-06  0.1559  1.43765E-05  0.1157  1.73895E-05  0.1042  2.37605E-05  0.0894  9.26182E-06  0.1414
1.5600E+04  2.41129E-05  0.1149  2.25623E-05  0.1165  4.68650E-06  0.2490  1.73799E-06  0.3740  2.55195E-06  0.2714  2.18978E-06  0.3481  2.66374E-07  1.0000  2.03740E-06  0.2896  2.44777E-06  0.2952  2.20410E-06  0.2973  2.32540E-06  0.2846  3.92021E-06  0.2235  7.64782E-06  0.1605  1.38900E-05  0.1163  1.70614E-05  0.1060  2.29745E-05  0.0910  8.32448E-06  0.1464
1.5700E+04  2.40366E-05  0.1131  2.29925E-05  0.1156  4.37423E-06  0.2490  2.21931E-06  0.3373  2.96726E-06  0.2686  2.35248E-06  0.3429  2.66374E-07  1.0000  1.65502E-06  0.3401  2.37497E-06  0.2996  1.60557E-06  0.3244  2.89547E-06  0.2628  2.85711E-06  0.2545  6.62602E-06  0.1716  1.45452E-05  0.1132  1.68805E-05  0.1064  2.18566E-05  0.0924  9.20183E-06  0.1428
1.5800E+04  2.54955E-05  0.1087  2.22895E-05  0.1181  4.82266E-06  0.2557  1.70658E-06  0.3968  2.86032E-06  0.2975  1.74097E-06  0.4060  2.66374E-07  1.0000  1.21451E-06  0.3929  2.72379E-06  0.2814  1.71830E-06  0.3489  2.73157E-06  0.2689  2.52136E-06  0.2673  5.96502E-06  0.1767  1.29075E-05  0.1202  1.71193E-05  0.1046  2.26117E-05  0.0918  9.98984E-06  0.1357
1.5900E+04  2.50628E-05  0.1090  2.13743E-05  0.1200  5.46614E-06  0.2365  1.70838E-06  0.3936  2.46531E-06  0.3134  2.04073E-06  0.3485  2.66374E-07  1.0000  9.55297E-07  0.4126  3.29214E-06  0.2456  1.90226E-06  0.3064  2.57972E-06  0.2827  3.04317E-06  0.2523  5.02045E-06  0.1956  1.07438E-05  0.1305  1.57823E-05  0.1092  2.59515E-05  0.0847  9.66647E-06  0.1353
1.6000E+04  2.46536E-05  0.1086  2.13743E-05  0.1210  5.95905E-06  0.2306  1.15535E-06  0.4127  2.29650E-06  0.3136  1.61141E-06  0.3791  1.94595E-07  0.8314  7.77033E-07  0.4610  3.76397E-06  0.2283  1.55713E-06  0.3454  2.36803E-06  0.2819  3.14745E-06  0.2422  5.08579E-06  0.1930  8.95660E-06  0.1451  1.60043E-05  0.1066  2.58240E-05  0.0842  1.03817E-05  0.1309
1.6100E+04  2.51460E-05  0.1086  2.03089E-05  0.1226  6.02163E-06  0.2380  9.74421E-07  0.4675  1.65890E-06  0.3920  1.18549E-06  0.4536  1.30443E-07  1.0000  9.04588E-07  0.4342  3.02172E-06  0.2591  1.69109E-06  0.3405  2.31654E-06  0.2940  3.43380E-06  0.2301  5.63771E-06  0.1863  8.58648E-06  0.1492  1.56113E-05  0.1085  2.40903E-05  0.0888  1.07393E-05  0.1275
1.6200E+04  2.52215E-05  0.1107  2.07709E-05  0.1207  5.11549E-06  0.2439  8.69160E-07  0.5057  2.34745E-06  0.3168  1.14412E-06  0.4708  3.00240E-07  0.7132  1.12146E-06  0.3846  2.83367E-06  0.2725  1.76532E-06  0.3298  1.96359E-06  0.3205  3.37372E-06  0.2280  6.08892E-06  0.1772  8.61827E-06  0.1495  1.48574E-05  0.1112  2.41134E-05  0.0871  1.00468E-05  0.1334
1.6300E+04  2.39364E-05  0.1133  2.00229E-05  0.1226  4.89293E-06  0.2664  1.13669E-06  0.4166  1.73214E-06  0.3301  1.15797E-06  0.4239  4.55024E-07  0.7688  1.33169E-06  0.3406  2.80312E-06  0.2676  2.00310E-06  0.3146  1.26134E-06  0.4042  2.81624E-06  0.2555  5.23151E-06  0.1972  9.32366E-06  0.1402  1.22564E-05  0.1201  2.29767E-05  0.0894  8.60750E-06  0.1451
1.6400E+04  2.16618E-05  0.1184  2.01606E-05  0.1242  4.62802E-06  0.2627  8.80583E-07  0.4871  1.48276E-06  0.3815  9.16449E-07  0.4642  4.55024E-07  0.7688  8.37735E-07  0.4250  2.59128E-06  0.2728  2.49593E-06  0.2706  1.30713E-06  0.3949  2.51289E-06  0.2668  5.38876E-06  0.1963  1.05391E-05  0.1358  1.23638E-05  0.1192  2.06221E-05  0.0941  9.30158E-06  0.1397
1.6500E+04  1.92541E-05  0.1254  1.97185E-05  0.1255  5.50267E-06  0.2464  1.06651E-06  0.4442  1.42791E-06  0.3828  9.11129E-07  0.4664  4.55024E-07  0.7688  1.08586E-06  0.4057  2.65919E-06  0.2797  2.57768E-06  0.2876  1.25191E-06  0.4038  3.13798E-06  0.2399  5.57606E-06  0.1930  1.05283E-05  0.1356  1.31655E-05  0.1174  1.91438E-05  0.0973  9.69858E-06  0.1366
1.6600E+04  1.85418E-05  0.1288  1.99846E-05  0.1252  5.71693E-06  0.2417  9.74076E-07  0.4626  1.27684E-06  0.4084  1.08052E-06  0.4465  4.72631E-07  0.7411  1.50292E-06  0.3550  2.63943E-06  0.2836  3.26233E-06  0.2473  1.59143E-06  0.3592  3.72147E-06  0.2220  5.08164E-06  0.1994  1.08442E-05  0.1321  1.37733E-05  0.1129  1.95346E-05  0.0961  1.04656E-05  0.1318
1.6700E+04  1.86962E-05  0.1254  1.79607E-05  0.1331  6.07673E-06  0.2330  1.07228E-06  0.4672  1.45558E-06  0.3510  1.21152E-06  0.4243  5.44327E-07  0.6104  1.46726E-06  0.3420  2.83897E-06  0.2710  3.07651E-06  0.2656  1.67296E-06  0.3225  3.37095E-06  0.2283  4.42171E-06  0.2144  1.09974E-05  0.1295  1.34856E-05  0.1142  2.06576E-05  0.0932  1.04541E-05  0.1305
1.6800E+04  2.07871E-05  0.1220  1.61627E-05  0.1399  5.28337E-06  0.2378  7.96963E-07  0.4898  1.59279E-06  0.3628  1.34678E-06  0.3918  2.75223E-07  0.7081  2.09710E-06  0.2937  2.52651E-06  0.2726  3.00280E-06  0.2703  1.49427E-06  0.3565  3.35424E-06  0.2309  3.42706E-06  0.2379  9.40585E-06  0.1365  1.28261E-05  0.1177  2.10381E-05  0.0919  9.79177E-06  0.1345
1.6900E+04  2.10194E-05  0.1218  1.82424E-05  0.1310  5.48673E-06  0.2387  8.60733E-07  0.5214  1.20159E-06  0.4095  1.37851E-06  0.3963  2.17988E-07  0.7442  1.89303E-06  0.3159  1.48254E-06  0.3503  2.89089E-06  0.2832  1.65846E-06  0.3296  3.20398E-06  0.2389  3.76798E-06  0.2255  8.73055E-06  0.1428  1.19601E-05  0.1224  1.95332E-05  0.0942  9.06798E-06  0.1400
1.7000E+04  2.14374E-05  0.1194  1.97019E-05  0.1268  6.06772E-06  0.2189  7.58938E-07  0.4638  1.14040E-06  0.4558  1.13168E-06  0.4331  1.93540E-07  0.7893  2.15858E-06  0.3125  1.36954E-06  0.3230  2.79258E-06  0.2848  1.74787E-06  0.3107  2.87706E-06  0.2418  4.32946E-06  0.2015  7.98690E-06  0.1503  1.14916E-05  0.1237  1.93427E-05  0.0940  8.43607E-06  0.1472
1.7100E+04  2.15304E-05  0.1180  2.21895E-05  0.1192  5.33966E-06  0.2435  5.62600E-07  0.5084  1.31738E-06  0.4251  1.47109E-06  0.3935  3.27559E-07  0.6161  1.76281E-06  0.3319  1.81600E-06  0.3278  2.37192E-06  0.3003  1.51048E-06  0.3203  2.68736E-06  0.2623  4.60984E-06  0.1960  8.08816E-06  0.1484  1.03353E-05  0.1298  1.82646E-05  0.0964  8.15513E-06  0.1470
1.7200E+04  2.10594E-05  0.1185  2.14470E-05  0.1210  6.22111E-06  0.2298  3.54145E-07  0.6182  1.25375E-06  0.4231  1.47751E-06  0.3894  4.55375E-07  0.5778  1.31337E-06  0.4040  1.76999E-06  0.3300  2.34619E-06  0.3097  1.67835E-06  0.3214  2.39792E-06  0.2701  4.66105E-06  0.1995  7.64438E-06  0.1539  9.93797E-06  0.1324  1.84148E-05  0.0964  8.49821E-06  0.1459
1.7300E+04  1.97783E-05  0.1221  2.11932E-05  0.1200  5.67536E-06  0.2292  5.34722E-07  0.5239  1.15797E-06  0.4546  1.10721E-06  0.4402  7.74487E-07  0.5334  1.23056E-06  0.4179  1.48560E-06  0.3753  1.95951E-06  0.3335  1.77179E-06  0.3176  2.80033E-06  0.2490  4.41653E-06  0.2030  7.84045E-06  0.1528  9.34059E-06  0.1338  1.77134E-05  0.0966  8.10324E-06  0.1475
1.7400E+04  1.84141E-05  0.1266  2.04327E-05  0.1205  4.97442E-06  0.2439  6.88492E-07  0.6127  1.46165E-06  0.4243  6.01371E-07  0.5718  6.84338E-07  0.5882  9.94920E-07  0.4676  1.67836E-06  0.3516  1.64869E-06  0.3290  1.77677E-06  0.3219  2.88751E-06  0.2509  3.63141E-06  0.2192  8.58897E-06  0.1412  8.54654E-06  0.1398  1.64995E-05  0.1009  7.66776E-06  0.1493
1.7500E+04  1.94008E-05  0.1223  1.83394E-05  0.1248  5.54312E-06  0.2418  3.02248E-07  0.8577  1.93014E-06  0.3800  7.01257E-07  0.5069  6.61353E-07  0.6077  9.86955E-07  0.4699  1.25609E-06  0.3857  1.47685E-06  0.3474  1.26833E-06  0.3546  2.86015E-06  0.2513  3.14920E-06  0.2424  8.86351E-06  0.1394  8.93091E-06  0.1362  1.56909E-05  0.1032  8.24547E-06  0.1471
1.7600E+04  2.13779E-05  0.1167  1.79027E-05  0.1281  5.68183E-06  0.2349  2.67125E-07  0.9552  2.01025E-06  0.3649  5.65808E-07  0.5774  6.56641E-07  0.6085  9.29413E-07  0.4537  1.06596E-06  0.4228  1.23460E-06  0.3825  1.05541E-06  0.3739  2.64268E-06  0.2559  2.91947E-06  0.2545  8.00039E-06  0.1482  9.75887E-06  0.1318  1.40391E-05  0.1092  7.38263E-06  0.1556
1.7700E+04  2.33399E-05  0.1129  1.77360E-05  0.1291  6.41157E-06  0.2085  3.40038E-08  1.0000  1.77145E-06  0.3808  4.47485E-07  0.6143  4.62723E-07  0.7550  8.77644E-07  0.5064  1.34209E-06  0.3710  1.05839E-06  0.4161  1.01260E-06  0.4683  2.53237E-06  0.2507  3.31371E-06  0.2291  7.82579E-06  0.1466  1.06104E-05  0.1256  1.39316E-05  0.1100  7.15621E-06  0.1557
1.7800E+04  2.29543E-05  0.1143  1.77447E-05  0.1265  7.40886E-06  0.2067  0.00000E+00  0.0000  1.58241E-06  0.4046  6.00332E-07  0.5156  4.62723E-07  0.7550  7.61701E-07  0.4698  1.78586E-06  0.3273  8.48403E-07  0.4621  8.64594E-07  0.5211  2.51273E-06  0.2542  2.85655E-06  0.2499  8.26706E-06  0.1451  1.01821E-05  0.1273  1.37989E-05  0.1101  7.19096E-06  0.1548
1.7900E+04  2.20735E-05  0.1164  1.89162E-05  0.1252  7.16318E-06  0.2023  2.21162E-07  1.0000  1.83766E-06  0.3674  1.34273E-06  0.4164  6.47448E-07  0.6104  8.99589E-07  0.4495  1.92335E-06  0.3145  8.18310E-07  0.4369  1.17327E-06  0.4289  2.00982E-06  0.2811  2.93555E-06  0.2550  8.81200E-06  0.1363  1.11553E-05  0.1236  1.38903E-05  0.1095  8.13442E-06  0.1446
1.8000E+04  2.05502E-05  0.1199  1.86691E-05  0.1253  6.29592E-06  0.2192  3.12742E-07  0.9040  2.19263E-06  0.3536  1.34441E-06  0.4287  6.64628E-07  0.6071  8.39836E-07  0.4645  1.15649E-06  0.4251  1.24268E-06  0.3815  1.18744E-06  0.4306  2.03364E-06  0.2879  2.67028E-06  0.2571  9.05237E-06  0.1344  1.07174E-05  0.1239  1.51069E-05  0.1048  8.35384E-06  0.1422
1.8100E+04  1.85906E-05  0.1233  1.96626E-05  0.1219  5.50255E-06  0.2278  5.05548E-07  0.7115  2.09265E-06  0.3624  1.14996E-06  0.4502  2.86694E-07  0.5781  7.56648E-07  0.4973  9.05705E-07  0.5011  1.34063E-06  0.3842  1.23999E-06  0.4214  1.97755E-06  0.2837  2.81302E-06  0.2536  9.71704E-06  0.1321  1.12137E-05  0.1221  1.48648E-05  0.1050  8.24920E-06  0.1432
1.8200E+04  1.86331E-05  0.1264  1.87634E-05  0.1259  5.91851E-06  0.2283  5.49060E-07  0.6599  2.13866E-06  0.3363  1.11573E-06  0.4483  2.08774E-07  1.0000  7.35187E-07  0.5219  1.21936E-06  0.3889  1.13620E-06  0.3986  8.09232E-07  0.4163  1.94059E-06  0.2997  2.72236E-06  0.2659  1.04859E-05  0.1257  1.18228E-05  0.1182  1.45609E-05  0.1052  8.29651E-06  0.1433
1.8300E+04  1.76963E-05  0.1263  1.82855E-05  0.1246  5.74283E-06  0.2238  7.92883E-07  0.5215  1.79883E-06  0.3679  1.29159E-06  0.4459  2.08774E-07  1.0000  4.13106E-07  0.7180  1.43439E-06  0.3696  1.02886E-06  0.4203  1.20748E-06  0.3997  1.69456E-06  0.3061  2.18302E-06  0.3030  9.74548E-06  0.1326  1.04516E-05  0.1251  1.52121E-05  0.1021  7.90858E-06  0.1423
1.8400E+04  1.70524E-05  0.1284  1.87750E-05  0.1228  5.48049E-06  0.2417  1.03130E-06  0.4587  1.43818E-06  0.4249  1.52054E-06  0.4021  2.08774E-07  1.0000  2.53034E-07  0.9610  1.53074E-06  0.3529  7.80332E-07  0.5059  1.23034E-06  0.3899  1.81840E-06  0.3037  1.87859E-06  0.3079  9.89041E-06  0.1309  1.05285E-05  0.1243  1.60821E-05  0.0996  7.49913E-06  0.1493
